NUPATRIMONIO,DTAQUISICAO
19329,2020-01-07
19330,2020-01-27
19331,2020-01-27
19336,2025-08-08
19337,2011-12-11
19341,2025-08-08
19346,2020-02-26
19347,2011-12-11
19348,2011-12-11
19349,2011-12-11
19350,2011-12-11
19368,2025-07-25
19369,2025-07-25
19370,2021-12-15
19371,2011-12-11
19372,2011-12-11
19373,2011-12-11
19374,2011-12-11
19375,2011-12-11
19376,2011-12-11
19377,2011-12-11
19378,2011-12-11
19379,2011-12-11
19380,2011-12-11
19381,2011-12-11
19382,2011-12-11
19383,2011-12-11
19384,2011-12-11
19385,2011-12-11
19386,2011-12-11
19387,2011-12-11
19388,2011-12-11
19390,2011-12-11
19391,2011-12-11
19392,2011-12-11
19393,2011-12-11
19394,2011-12-11
19395,2011-12-11
19397,2011-12-11
19398,2011-12-11
19399,2011-12-11
19400,2011-12-11
19401,2011-12-11
19402,2011-12-11
19403,2011-12-11
19404,2011-12-11
19405,2011-12-11
19406,2011-12-11
19407,2011-12-11
19408,2011-12-11
19409,2011-12-11
19411,2011-12-11
19412,2011-12-11
19413,2011-12-11
19414,2011-12-11
19416,2011-12-11
19419,2011-12-11
19420,2011-12-11
19421,2011-12-11
19422,2011-12-11
19423,2011-12-11
19424,2011-12-11
19428,2011-12-11
19429,2011-12-11
19430,2011-12-11
19436,2011-12-11
19437,2011-12-11
19440,2011-12-11
19441,2011-12-11
19443,2011-12-11
19449,2011-12-11
19454,2011-12-11
19455,2025-08-11
19458,2011-12-11
19462,2011-12-11
19463,2011-12-11
19464,2011-12-11
19479,2011-12-11
19480,2025-12-01
19482,2011-12-11
19487,2011-12-11
19489,2011-12-11
19491,2011-12-11
19492,2011-12-11
19500,2011-12-11
19501,2011-12-11
19503,2011-12-11
19506,2011-12-11
19508,2011-12-11
19513,2022-03-28
19514,2011-12-11
19515,2011-12-11
19517,2011-12-11
19519,2011-12-11
19530,2011-12-11
19533,2011-12-11
19534,2011-12-11
19535,2011-12-11
19536,2022-02-17
19537,2022-06-17
19538,2022-06-17
19539,2011-12-11
19540,2011-12-11
19541,2011-12-11
19542,2011-12-11
19543,2011-12-11
19544,2011-12-11
19550,2011-12-11
19555,2011-12-11
19556,2011-12-11
19558,2025-05-05
19560,2025-07-15
19561,2011-12-11
19562,2011-12-11
19573,2024-07-12
19574,2024-07-12
19733,2011-12-11
19780,2011-12-11
19915,2011-12-11
19916,2011-12-11
19917,2022-03-03
19931,2011-12-11
19940,2011-12-11
19942,2011-12-11
19944,2022-02-08
19945,2022-03-03
19949,2022-03-03
19952,2022-03-03
19953,2022-03-03
19956,2022-03-03
19963,2022-03-25
19964,2011-12-11
20301,2011-12-11
20302,2011-12-11
20303,2011-12-11
20304,2011-12-11
20305,2011-12-11
20306,2011-12-11
20307,2011-12-11
20308,2011-12-11
20309,2011-12-11
20310,2011-12-11
20311,2011-12-11
20312,2011-12-11
20313,2011-12-11
20314,2011-12-11
20315,2011-12-11
20316,2011-12-11
20317,2011-12-11
20318,2011-12-11
20319,2011-12-11
20320,2011-12-11
20321,2011-12-11
20322,2011-12-11
20323,2011-12-11
20324,2011-12-11
20325,2011-12-11
20326,2011-12-11
20327,2011-12-11
21161,2011-12-11
22401,2011-12-11
22402,2011-12-11
22403,2011-12-11
22404,2025-08-05
22405,2011-12-11
22406,2011-12-11
22408,2025-08-06
22409,2011-12-11
22410,2025-08-12
22411,2011-12-11
22412,2025-08-19
22413,2011-12-11
22414,2011-12-11
22415,2025-08-22
22416,2025-08-22
22417,2025-08-22
22418,2025-08-22
22419,2025-08-22
22420,2011-12-11
22421,2025-08-22
22422,2011-12-11
22423,2025-08-19
22424,2025-08-22
22425,2011-12-11
22426,2011-12-11
22427,2011-12-11
22428,2011-12-11
22429,2011-12-11
22430,2025-09-01
22431,2025-09-01
22432,2025-09-01
22433,2011-12-11
22434,2025-09-02
22435,2011-12-11
22436,2025-09-04
22437,2011-12-11
22438,2011-12-11
22439,2025-09-12
22440,2011-12-11
22441,2025-09-24
22442,2011-12-11
22443,2025-09-29
22444,2011-12-11
22445,2025-10-03
22446,2011-12-11
22447,2025-10-07
22448,2025-10-07
22449,2025-10-09
22450,2011-12-11
22451,2025-10-09
22452,2025-09-16
22453,2025-09-16
22454,2011-12-11
22455,2011-12-11
22456,2011-12-11
22457,2011-12-11
22458,2011-12-11
22459,2011-12-11
22460,2011-12-11
22461,2011-12-11
22462,2011-12-11
22463,2011-12-11
22464,2011-12-11
22465,2011-12-11
22466,2011-12-11
22467,2011-12-11
22468,2011-12-11
22469,2011-12-11
22470,2011-12-11
22471,2011-12-11
22472,2011-12-11
22473,2011-12-11
22474,2011-12-11
22475,2011-12-11
22476,2011-12-11
22477,2011-12-11
22478,2011-12-11
22480,2011-12-11
22481,2011-12-11
22482,2011-12-11
22483,2011-12-11
22484,2011-12-11
22485,2011-12-11
22486,2011-12-11
22487,2011-12-11
22488,2011-12-11
22489,2011-12-11
22490,2011-12-11
22491,2011-12-11
22492,2011-12-11
22493,2011-12-11
22494,2011-12-11
22495,2011-12-11
22496,2011-12-11
22497,2011-12-11
22498,2011-12-11
22499,2011-12-11
22500,2011-12-11
22501,2011-12-11
22502,2011-12-11
22503,2011-12-11
22504,2011-12-11
22505,2011-12-11
22506,2011-12-11
22507,2011-12-11
22508,2011-12-11
22509,2011-12-11
22510,2011-12-11
22511,2011-12-11
22512,2011-12-11
22513,2011-12-11
22514,2011-12-11
22515,2011-12-11
22516,2011-12-11
22517,2011-12-11
22518,2011-12-11
22519,2011-12-11
22520,2011-12-11
22522,2011-12-11
22523,2011-12-11
22524,2011-12-11
22525,2011-12-11
22526,2011-12-11
22527,2011-12-11
22528,2011-12-11
22529,2011-12-11
22530,2011-12-11
22531,2011-12-11
22532,2011-12-11
22533,2011-12-11
22534,2011-12-11
22535,2011-12-11
22536,2011-12-11
22537,2011-12-11
22538,2011-12-11
22539,2011-12-11
22540,2011-12-11
22541,2011-12-11
22542,2011-12-11
22543,2011-12-11
22544,2011-12-11
22546,2011-12-11
22547,2011-12-11
22548,2011-12-11
22549,2025-10-17
22550,2025-10-22
22551,2011-12-11
22552,2011-12-11
22553,2011-12-11
22554,2011-12-11
22555,2011-12-11
22556,2011-12-11
22557,2011-12-11
22558,2025-10-17
22559,2025-10-17
22560,2025-10-17
22561,2025-10-22
22562,2025-10-22
22563,2011-12-11
22564,2011-12-11
22565,2011-12-11
22566,2011-12-11
22567,2011-12-11
22568,2011-12-11
22569,2011-12-11
22570,2011-12-11
22571,2011-12-11
22572,2011-12-11
22573,2011-12-11
22574,2011-12-11
22575,2011-12-11
22576,2011-12-11
22577,2011-12-11
22578,2011-12-11
22579,2011-12-11
22580,2011-12-11
22581,2011-12-11
22582,2025-10-23
22583,2025-10-23
22584,2025-10-23
22585,2025-10-23
22586,2011-12-11
22587,2011-12-11
22588,2011-12-11
22589,2011-12-11
22590,2011-12-11
22591,2011-12-11
22592,2011-12-11
22593,2011-12-11
22594,2011-12-11
22595,2025-10-17
22596,2025-10-17
22597,2025-10-17
22598,2025-10-17
22599,2011-12-11
22600,2011-12-11
22601,2011-12-11
22602,2011-12-11
22603,2011-12-11
22604,2011-12-11
22605,2011-12-11
22606,2025-10-24
22607,2025-10-27
22608,2011-12-11
22609,2011-12-11
22610,2011-12-11
22611,2011-12-11
22612,2011-12-11
22614,2011-12-11
22615,2011-12-11
22616,2011-12-11
22617,2011-12-11
22618,2011-12-11
22619,2011-12-11
22620,2011-12-11
22621,2011-12-11
22622,2011-12-11
22623,2011-12-11
22624,2011-12-11
22625,2011-12-11
22626,2011-12-11
22627,2011-12-11
22628,2011-12-11
22629,2011-12-11
22630,2011-12-11
22631,2011-12-11
22632,2011-12-11
22633,2011-12-11
22635,2011-12-11
22636,2011-12-11
22637,2011-12-11
22638,2011-12-11
22639,2011-12-11
22640,2011-12-11
22641,2011-12-11
22642,2011-12-11
22643,2011-12-11
22644,2011-12-11
22645,2011-12-11
22646,2011-12-11
22647,2011-12-11
22648,2011-12-11
22649,2011-12-11
22650,2011-12-11
22651,2011-12-11
22652,2011-12-11
22653,2011-12-11
22654,2011-12-11
22655,2011-12-11
22656,2011-12-11
22657,2011-12-11
22658,2011-12-11
22659,2011-12-11
22660,2011-12-11
22661,2011-12-11
22663,2011-12-11
22664,2011-12-11
22665,2011-12-11
22666,2011-12-11
22667,2011-12-11
22668,2011-12-11
22669,2011-12-11
22670,2011-12-11
22671,2011-12-11
22672,2011-12-11
22673,2011-12-11
22674,2011-12-11
22675,2025-11-04
22676,2025-10-27
22677,2011-12-11
22678,2011-12-11
22679,2011-12-11
22680,2011-12-11
22681,2011-12-11
22682,2011-12-11
22683,2011-12-11
22684,2011-12-11
22685,2011-12-11
22686,2025-11-05
22687,2011-12-11
22688,2011-12-11
22689,2011-12-11
22690,2011-12-11
22691,2011-12-11
22693,2011-12-11
22694,2011-12-11
22695,2011-12-11
22696,2025-11-07
22697,2011-12-11
22698,2011-12-11
22700,2011-12-11
23001,2022-09-29
23002,2011-12-11
23003,2024-03-21
23004,2024-01-31
23005,2024-01-31
23006,2024-07-30
23007,2024-01-23
23008,2024-01-23
23009,2024-01-23
23010,2024-02-29
23011,2011-12-11
23012,2024-01-31
23013,2011-12-11
23014,2011-12-11
23015,2024-01-31
23016,2024-01-31
23017,2024-01-31
23018,2011-12-11
23019,2024-01-31
23020,2024-01-31
23021,2024-01-23
23022,2024-01-23
23023,2022-09-15
23024,2025-08-21
23025,2011-12-11
23026,2024-02-23
23027,2011-12-11
23028,2011-12-11
23029,2011-12-11
23030,2024-01-23
23031,2024-01-23
23032,2011-12-11
23033,2011-12-11
23034,2024-01-23
23035,2011-12-11
23036,2011-12-11
23037,2011-12-11
23038,2011-12-11
23039,2025-08-21
23040,2011-12-11
23041,2025-08-29
23042,2025-10-27
23043,2011-12-11
23045,2011-12-11
23050,2025-12-17
23270,2011-12-11
23890,2024-04-29
25000,2011-12-11
25003,2011-12-11
25014,2011-12-11
25036,2011-12-11
25046,2011-12-11
25145,2011-12-11
25146,2011-12-11
25151,2011-12-11
25152,2011-12-11
25153,2011-12-11
25154,2011-12-11
25155,2011-12-11
25158,2011-12-11
25160,2011-12-11
25161,2011-12-11
25162,2011-12-11
25163,2011-12-11
25166,2011-12-11
25171,2011-12-11
25175,2011-12-11
25176,2011-12-11
25177,2011-12-11
25178,2011-12-11
25179,2011-12-11
25180,2011-12-11
25181,2011-12-11
25182,2011-12-11
25184,2011-12-11
25186,2011-12-11
25189,2011-12-11
25191,2011-12-11
25192,2011-12-11
25195,2011-12-11
25196,2011-12-11
25197,2011-12-11
25198,2011-12-11
25199,2011-12-11
25200,2011-12-11
25202,2011-12-11
25206,2011-12-11
25207,2011-12-11
25208,2011-12-11
25209,2011-12-11
25210,2011-12-11
25210,2011-12-11
25211,2011-12-11
25212,2011-12-11
25213,2011-12-11
25214,2011-12-11
25217,2011-12-11
25218,2011-12-11
25219,2011-12-11
25223,2011-12-11
25231,2011-12-11
25232,2011-12-11
25237,2011-12-11
25238,2011-12-11
25239,2011-12-11
25242,2011-12-11
25245,2011-12-11
25246,2011-12-11
25248,2011-12-11
25250,2011-12-11
25252,2011-12-11
25254,2011-12-11
25255,2011-12-11
25256,2011-12-11
25257,2011-12-11
25258,2011-12-11
25259,2011-12-11
25260,2011-12-11
25261,2011-12-11
25262,2011-12-11
25263,2011-12-11
25264,2011-12-11
25265,2011-12-11
25266,2011-12-11
25267,2011-12-11
25268,2011-12-11
25269,2011-12-11
25270,2011-12-11
25271,2011-12-11
25272,2011-12-11
25273,2011-12-11
25274,2011-12-11
25275,2011-12-11
25276,2011-12-11
25277,2011-12-11
25278,2011-12-11
25279,2011-12-11
25280,2011-12-11
25281,2011-12-11
25282,2011-12-11
25283,2011-12-11
25284,2011-12-11
25285,2011-12-11
25286,2011-12-11
25287,2011-12-11
25288,2011-12-11
25289,2011-12-11
25290,2011-12-11
25291,2011-12-11
25292,2011-12-11
25293,2011-12-11
25294,2011-12-11
25295,2011-12-11
25296,2011-12-11
25297,2011-12-11
25298,2011-12-11
25299,2011-12-11
25300,2024-01-29
25304,2011-12-11
25305,2011-12-11
25306,2011-12-11
25307,2011-12-11
25309,2011-12-11
25310,2011-12-11
25311,2011-12-11
25312,2011-12-11
25313,2011-12-11
25314,2011-12-11
25315,2011-12-11
25316,2011-12-11
25317,2011-12-11
25318,2011-12-11
25319,2011-12-11
25320,2011-12-11
25321,2011-12-11
25322,2011-12-11
25323,2011-12-11
25324,2011-12-11
25325,2011-12-11
25326,2011-12-11
25327,2011-12-11
25328,2011-12-11
25329,2011-12-11
25330,2011-12-11
25331,2011-12-11
25332,2011-12-11
25333,2011-12-11
25334,2011-12-11
25335,2024-09-02
25336,2011-12-11
25337,2011-12-11
25338,2011-12-11
25339,2011-12-11
25340,2011-12-11
25341,2011-12-11
25342,2011-12-11
25343,2011-12-11
25344,2011-12-11
25345,2011-12-11
25346,2011-12-11
25347,2011-12-11
25348,2011-12-11
25349,2011-12-11
25351,2011-12-11
25352,2011-12-11
25353,2025-10-22
25355,2025-10-22
25356,2025-10-08
25357,2025-10-22
25372,2011-12-11
25374,2011-12-11
25390,2011-12-11
25391,2011-12-11
25392,2011-12-11
25394,2011-12-11
25395,2011-12-11
25396,2011-12-11
25398,2011-12-11
25399,2011-12-11
25400,2011-12-11
25401,2011-12-11
25402,2011-12-11
25403,2011-12-11
25404,2011-12-11
25407,2011-12-11
25408,2011-12-11
25410,2011-12-11
25411,2011-12-11
25413,2011-12-11
25414,2011-12-11
25415,2011-12-11
25418,2011-12-11
25419,2011-12-11
25420,2011-12-11
25421,2011-12-11
25422,2011-12-11
25423,2011-12-11
25424,2011-12-11
25425,2011-12-11
25426,2011-12-11
25427,2011-12-11
25428,2011-12-11
25430,2011-12-11
25431,2011-12-11
25432,2011-12-11
25433,2011-12-11
25434,2011-12-11
25435,2011-12-11
25436,2011-12-11
25437,2011-12-11
25438,2011-12-11
25439,2011-12-11
25440,2011-12-11
25441,2011-12-11
25442,2011-12-11
25443,2011-12-11
25444,2011-12-11
25445,2011-12-11
25446,2011-12-11
25447,2011-12-11
25448,2011-12-11
25501,2011-12-11
25502,2011-12-11
25503,2011-12-11
25504,2011-12-11
25505,2011-12-11
25506,2011-12-11
25507,2011-12-11
25508,2011-12-11
25509,2011-12-11
25510,2011-12-11
25511,2011-12-11
25512,2011-12-11
25513,2011-12-11
25514,2011-12-11
25515,2011-12-11
25516,2011-12-11
25517,2011-12-11
25518,2011-12-11
25519,2011-12-11
25520,2011-12-11
25521,2011-12-11
25522,2011-12-11
25523,2011-12-11
25524,2011-12-11
25525,2011-12-11
25526,2011-12-11
25527,2011-12-11
25528,2011-12-11
25529,2011-12-11
25530,2011-12-11
25537,2011-12-11
25538,2011-12-11
25540,2011-12-11
25541,2011-12-11
25542,2011-12-11
25543,2011-12-11
25544,2011-12-11
25545,2011-12-11
25547,2011-12-11
25548,2011-12-11
25549,2011-12-11
25550,2011-12-11
25551,2011-12-11
25552,2011-12-11
25553,2011-12-11
25554,2011-12-11
25555,2011-12-11
25556,2011-12-11
25557,2011-12-11
25558,2011-12-11
25559,2011-12-11
25560,2011-12-11
25561,2011-12-11
25562,2011-12-11
25563,2011-12-11
25564,2011-12-11
25565,2011-12-11
25566,2011-12-11
25567,2011-12-11
25568,2011-12-11
25569,2011-12-11
25570,2011-12-11
25571,2011-12-11
25572,2011-12-11
25573,2011-12-11
25574,2011-12-11
25575,2011-12-11
25576,2011-12-11
25577,2011-12-11
25578,2011-12-11
25579,2011-12-11
25580,2011-12-11
25581,2011-12-11
25582,2011-12-11
25583,2011-12-11
25584,2011-12-11
25585,2023-03-15
25586,2023-03-15
25587,2023-03-15
25588,2011-12-11
25589,2011-12-11
25590,2011-12-11
25591,2011-12-11
25592,2023-09-04
25593,2024-10-22
25594,2011-12-11
25595,2011-12-11
25596,2011-12-11
25597,2023-03-15
25598,2023-03-15
25599,2024-06-20
25600,2020-01-09
25601,2023-09-20
25602,2023-03-15
25606,2023-03-15
25607,2023-03-15
25610,2023-03-15
25611,2023-03-15
25612,2023-03-15
25613,2023-03-15
25616,2023-03-15
25617,2023-03-15
25621,2023-03-15
25623,2023-03-15
25624,2023-03-15
25625,2023-03-15
25628,2023-03-15
25629,2023-03-15
25632,2023-03-15
25633,2011-12-11
25634,2025-07-04
25636,2023-03-15
25637,2025-07-04
25638,2025-07-04
25639,2023-03-15
25640,2023-03-15
25641,2023-03-15
25642,2025-07-04
25643,2023-03-15
25644,2023-03-15
25645,2023-03-15
25646,2025-07-04
25651,2023-08-30
25652,2024-11-05
25653,2023-03-15
25654,2023-03-15
25655,2025-02-26
25656,2025-02-25
25657,2023-03-15
25658,2023-03-15
25659,2023-03-15
25660,2023-03-15
25661,2023-03-15
25662,2023-03-15
25663,2023-03-15
25664,2023-03-15
25665,2023-03-15
25666,2023-03-15
25667,2023-03-15
25700,2024-09-25
25701,2024-09-18
25702,2024-10-09
25704,2025-03-11
25705,2025-02-19
25706,2023-03-15
25707,2023-03-15
25708,2023-03-15
25709,2023-03-15
25710,2023-03-15
25711,2023-03-15
25712,2023-03-15
25714,2023-03-15
25715,2023-03-15
25716,2023-03-15
25734,2023-03-15
25742,2023-03-15
25746,2023-03-15
25751,2023-03-15
25764,2023-03-15
25778,2023-10-17
25779,2023-03-15
25780,2011-12-11
25781,2023-03-15
25784,2011-12-11
25786,2011-12-11
25787,2025-07-15
25788,2011-12-11
25789,2011-12-11
25790,2025-07-15
25791,2011-12-11
25792,2011-12-11
25793,2025-05-23
25794,2011-12-11
25795,2011-12-11
25796,2011-12-11
25797,2011-12-11
25798,2011-12-11
25799,2011-12-11
25800,2011-12-11
25801,2011-12-11
25804,2025-07-15
25805,2011-12-11
25806,2011-12-11
25807,2011-12-11
25808,2025-07-15
25809,2025-07-15
25810,2011-12-11
25811,2011-12-11
25812,2011-12-11
25816,2011-12-11
25819,2025-07-15
25820,2011-12-11
25821,2011-12-11
25822,2011-12-11
25823,2011-12-11
25824,2011-12-11
25825,2011-12-11
25826,2011-12-11
25827,2011-12-11
25828,2011-12-11
25829,2011-12-11
25830,2011-12-11
25831,2011-12-11
25832,2011-12-11
25833,2011-12-11
25834,2011-12-11
25835,2011-12-11
25836,2011-12-11
25837,2011-12-11
25838,2011-12-11
25840,2011-12-11
25841,2011-12-11
25842,2011-12-11
25843,2011-12-11
25844,2011-12-11
25846,2011-12-11
25847,2011-12-11
25848,2011-12-11
25849,2011-12-11
25850,2011-12-11
25851,2022-11-03
25852,2022-11-03
25854,2011-12-11
25855,2011-12-11
25856,2011-12-11
25857,2011-12-11
25858,2011-12-11
25859,2011-12-11
25860,2011-12-11
25861,2022-10-25
25862,2022-10-25
25863,2023-09-25
25864,2011-12-11
25865,2023-09-25
25866,2023-09-25
25867,2011-12-11
25868,2023-09-25
25869,2023-09-25
25870,2011-12-11
25871,2011-12-11
25872,2011-12-11
25873,2023-09-25
25874,2011-12-11
25875,2011-12-11
25876,2011-12-11
25877,2011-12-11
25878,2011-12-11
25879,2022-08-25
25880,2011-12-11
25881,2011-12-11
25882,2024-05-20
25883,2024-05-20
25884,2024-07-01
25885,2024-07-01
25886,2024-07-01
25887,2011-12-11
25888,2011-12-11
25889,2011-12-11
25890,2011-12-11
25891,2011-12-11
25895,2024-07-25
25896,2024-06-25
25898,2011-12-11
25899,2022-05-23
25900,2022-05-23
25901,2011-12-11
25902,2011-12-11
25903,2011-12-11
25904,2011-12-11
25905,2011-12-11
25906,2011-12-11
25907,2011-12-11
25908,2011-12-11
25909,2011-12-11
25910,2011-12-11
25911,2011-12-11
25912,2011-12-11
25913,2011-12-11
25914,2011-12-11
25915,2025-08-15
25916,2024-11-18
25917,2025-03-05
25918,2025-03-05
25919,2025-05-07
25920,2025-08-22
25926,2011-12-11
25928,2011-12-11
25929,2011-12-11
25930,2024-05-22
25931,2024-06-19
25932,2011-12-11
25933,2011-12-11
25934,2024-05-17
25935,2011-12-11
25936,2011-12-11
25937,2011-12-11
25938,2024-05-22
25939,2024-06-06
25940,2024-06-06
25941,2024-06-06
25942,2024-06-06
25944,2025-08-04
25945,2025-07-15
25947,2025-12-02
25948,2011-12-11
25949,2011-12-11
25950,2011-12-11
26613,2011-12-11
27795,2011-12-11
28051,2011-12-11
28052,2011-12-11
28053,2011-12-11
28054,2011-12-11
28056,2011-12-11
28057,2024-06-11
28060,2024-01-29
28063,2011-12-11
28064,2011-12-11
28065,2011-12-11
28066,2011-12-11
28068,2011-12-11
28070,2011-12-11
28093,2011-12-11
28097,2011-12-11
28098,2011-12-11
28099,2011-12-11
28100,2011-12-11
28102,2011-12-11
28108,2011-12-11
28115,2011-12-11
28143,2025-06-04
28144,2025-06-04
28145,2011-12-11
28147,2011-12-11
28148,2011-12-11
28151,2011-12-11
28152,2011-12-11
28153,2011-12-11
28156,2011-12-11
28167,2011-12-11
28168,2024-06-07
28169,2024-06-07
28170,2024-06-07
28171,2011-12-11
28175,2011-12-11
28176,2011-12-11
28177,2011-12-11
28178,2024-06-06
28198,2011-12-11
28206,2011-12-11
28207,2011-12-11
28212,2011-12-11
28214,2011-12-11
28216,2011-12-11
28221,2011-12-11
28223,2011-12-11
28224,2011-12-11
28232,2024-02-27
28233,2011-12-11
28234,2024-03-19
28235,2024-03-19
28236,2011-12-11
28244,2024-06-07
28248,2011-12-11
28252,2011-12-11
28254,2024-09-03
28255,2024-07-18
28256,2011-12-11
28257,2024-07-18
28258,2011-12-11
28259,2011-12-11
28260,2024-07-18
28262,2024-09-25
28263,2011-12-11
28264,2011-12-11
28265,2011-12-11
28268,2011-12-11
28270,2024-06-25
28271,2011-12-11
28272,2024-07-22
28273,2024-06-25
28274,2024-07-18
28276,2024-07-01
28277,2024-07-01
28278,2011-12-11
28279,2011-12-11
28280,2011-12-11
28281,2011-12-11
28282,2024-07-01
28283,2024-05-27
28284,2024-06-24
28285,2024-07-01
28286,2024-05-22
28287,2024-06-14
28288,2011-12-11
28289,2011-12-11
28291,2024-06-24
28292,2011-12-11
28293,2011-12-11
28295,2024-07-01
28296,2011-12-11
28297,2024-07-01
28298,2011-12-11
28299,2011-12-11
28300,2011-12-11
28303,2011-12-11
28312,2011-12-11
28329,2011-12-11
28335,2011-12-11
28337,2011-12-11
28343,2011-12-11
28344,2025-08-13
28352,2011-12-11
28354,2011-12-11
28355,2011-12-11
28356,2011-12-11
28357,2011-12-11
28358,2011-12-11
28359,2011-12-11
28360,2011-12-11
28361,2011-12-11
28362,2011-12-11
28363,2011-12-11
28364,2011-12-11
28365,2011-12-11
28366,2024-06-25
28367,2011-12-11
28368,2011-12-11
28369,2024-07-01
28370,2011-12-11
28371,2011-12-11
28372,2011-12-11
28373,2024-07-01
28374,2024-08-26
28376,2011-12-11
28377,2011-12-11
28378,2011-12-11
28379,2011-12-11
28380,2011-12-11
28381,2011-12-11
28382,2011-12-11
28383,2011-12-11
28384,2011-12-11
28385,2011-12-11
28386,2011-12-11
28387,2011-12-11
28388,2011-12-11
28389,2011-12-11
28390,2011-12-11
28391,2011-12-11
28392,2011-12-11
28393,2011-12-11
28394,2011-12-11
28395,2011-12-11
28396,2011-12-11
28397,2011-12-11
28398,2011-12-11
28399,2011-12-11
28400,2011-12-11
28401,2020-01-14
28402,2023-09-26
28403,2023-09-26
28404,2023-09-26
28405,2023-09-26
28406,2023-09-26
28407,2023-09-26
28408,2023-09-26
28409,2023-09-26
28410,2023-09-26
28411,2023-09-26
28412,2023-09-26
28413,2023-09-26
28414,2023-09-26
28415,2023-09-26
28416,2023-09-26
28417,2023-09-26
28418,2023-09-26
28419,2023-09-26
28420,2023-09-26
28421,2023-09-26
28422,2011-12-11
28426,2011-12-11
28427,2011-12-11
28430,2011-12-11
28432,2011-12-11
28433,2011-12-11
28435,2024-06-07
28436,2024-06-07
28444,2024-04-08
28445,2011-12-11
28446,2011-12-11
28453,2011-12-11
28454,2024-07-22
28455,2024-07-22
28456,2011-12-11
28458,2011-12-11
28459,2011-12-11
28460,2011-12-11
28461,2011-12-11
28462,2011-12-11
28463,2011-12-11
28464,2011-12-11
28465,2011-12-11
28467,2011-12-11
28468,2011-12-11
28469,2011-12-11
28470,2011-12-11
28472,2011-12-11
28473,2011-12-11
28474,2011-12-11
28475,2011-12-11
28476,2011-12-11
28478,2011-12-11
28479,2011-12-11
28480,2011-12-11
28481,2011-12-11
28482,2024-07-22
28483,2024-07-26
28484,2024-04-22
28485,2024-04-22
28486,2011-12-11
28487,2024-04-22
28488,2011-12-11
28489,2011-12-11
28490,2011-12-11
28491,2024-07-19
28492,2011-12-11
28493,2011-12-11
28494,2011-12-11
28495,2011-12-11
28496,2011-12-11
28497,2011-12-11
28498,2011-12-11
28499,2011-12-11
28500,2025-02-25
28501,2011-12-11
28502,2011-12-11
28503,2011-12-11
28504,2011-12-11
28505,2011-12-11
28506,2011-12-11
28507,2011-12-11
28508,2011-12-11
28509,2011-12-11
28510,2011-12-11
28511,2011-12-11
28512,2011-12-11
28513,2011-12-11
28514,2011-12-11
28515,2011-12-11
28516,2011-12-11
28517,2011-12-11
28518,2011-12-11
28519,2011-12-11
28520,2011-12-11
28521,2011-12-11
28522,2011-12-11
28523,2011-12-11
28524,2011-12-11
28525,2011-12-11
28526,2011-12-11
28527,2011-12-11
28528,2011-12-11
28529,2011-12-11
28530,2011-12-11
28531,2011-12-11
28532,2011-12-11
28533,2011-12-11
28534,2011-12-11
28535,2011-12-11
28536,2011-12-11
28537,2011-12-11
28538,2011-12-11
28539,2011-12-11
28540,2011-12-11
28541,2011-12-11
28542,2011-12-11
28543,2011-12-11
28544,2011-12-11
28545,2011-12-11
28546,2024-09-25
28547,2011-12-11
28548,2011-12-11
28549,2011-12-11
28550,2011-12-11
28565,2025-02-12
28566,2025-02-12
28571,2025-02-12
28579,2025-02-12
28580,2025-02-12
28584,2025-02-12
28591,2025-02-12
28595,2025-02-12
28601,2024-09-18
28602,2011-12-11
28603,2024-09-18
28604,2011-12-11
28605,2011-12-11
28606,2011-12-11
28607,2011-12-11
28608,2024-08-30
28609,2011-12-11
28610,2024-09-05
28611,2024-09-05
28612,2011-12-11
28613,2011-12-11
28614,2024-07-31
28615,2011-12-11
28616,2011-12-11
28617,2024-09-25
28618,2024-10-04
28619,2011-12-11
28620,2011-12-11
28621,2024-09-25
28622,2024-09-03
28623,2024-10-25
28624,2024-09-25
28625,2024-09-25
28626,2024-09-25
28627,2011-12-11
28632,2011-12-11
28633,2024-08-30
28634,2024-08-30
28635,2024-09-18
28636,2024-10-25
28637,2024-10-25
28638,2024-09-05
28639,2024-09-05
28640,2024-09-18
28641,2024-09-18
28642,2011-12-11
28643,2011-12-11
28644,2011-12-11
28645,2011-12-11
28646,2011-12-11
28647,2011-12-11
28648,2011-12-11
28649,2011-12-11
28650,2011-12-11
28669,2011-12-11
28675,2025-02-12
28693,2011-12-11
28695,2025-02-12
28701,2024-10-04
28702,2024-09-09
28703,2024-10-04
28704,2024-10-04
28705,2024-10-04
28706,2024-09-05
28707,2024-09-05
28708,2024-09-05
28709,2024-09-18
28710,2024-09-18
28711,2024-10-30
28712,2024-10-30
28713,2024-09-05
28714,2024-09-05
28715,2011-12-11
28716,2024-10-04
28717,2024-10-04
28718,2024-10-15
28719,2024-10-15
28720,2024-10-04
28721,2024-12-05
28722,2024-09-30
28723,2024-10-01
28724,2011-12-11
28725,2024-09-17
28726,2024-09-05
28727,2024-09-05
28731,2024-06-07
28732,2011-12-11
28743,2011-12-11
28747,2011-12-11
28748,2024-09-05
28749,2024-09-05
28750,2024-08-07
28751,2024-08-30
28752,2024-08-30
28753,2024-08-30
28754,2024-08-30
28755,2011-12-11
28757,2024-09-05
28762,2011-12-11
28763,2024-09-25
