NUPATRIMONIO,DTAQUISICAO
28764,2024-08-09
28765,2024-09-03
28766,2024-09-03
28767,2024-09-26
28768,2024-08-30
28769,2024-08-30
28770,2024-08-30
28771,2024-08-30
28772,2024-10-01
28773,2024-09-25
28774,2024-09-25
28775,2024-08-30
28776,2024-10-07
28777,2024-10-03
28778,2024-10-03
28779,2024-10-03
28780,2024-10-03
28781,2024-10-15
28782,2024-10-04
28783,2024-09-05
28784,2024-10-25
28785,2011-12-11
28786,2011-12-11
28787,2011-12-11
28788,2024-10-15
28790,2024-10-03
28791,2024-10-03
28792,2024-10-03
28793,2024-10-03
28794,2024-10-03
28795,2024-08-30
28796,2024-08-30
28797,2024-10-04
28798,2024-08-09
28799,2024-08-09
28800,2025-02-25
28801,2011-12-11
28805,2011-12-11
28806,2011-12-11
28807,2011-12-11
28808,2011-12-11
28809,2011-12-11
28810,2011-12-11
28812,2011-12-11
28821,2024-09-25
28828,2024-09-05
28830,2024-09-05
28831,2024-09-05
28832,2024-09-25
28833,2024-09-05
28834,2024-09-10
28835,2024-10-04
28836,2024-08-09
28837,2024-08-30
28838,2024-10-04
28839,2024-10-04
28840,2011-12-11
28841,2024-10-04
28842,2024-08-30
28844,2024-10-30
28845,2024-08-30
28846,2024-09-18
28847,2024-09-18
28848,2024-09-18
28849,2024-09-18
28850,2024-09-05
28851,2024-07-26
28853,2011-12-11
28854,2024-09-18
28855,2011-12-11
28856,2024-09-05
28857,2024-10-04
28860,2024-09-25
28861,2024-08-09
28862,2024-09-25
28863,2024-09-25
28864,2024-09-18
28865,2024-10-07
28866,2024-09-18
28867,2024-09-25
28868,2024-09-05
28869,2024-08-30
28870,2024-09-18
28871,2024-09-18
28872,2024-09-18
28873,2024-09-18
28874,2024-10-04
28875,2024-09-25
28876,2024-10-04
28877,2024-10-04
28878,2024-09-25
28879,2024-09-18
28880,2024-08-30
28881,2024-08-30
28882,2024-10-07
28884,2024-09-25
28886,2024-10-30
28887,2011-12-11
28888,2024-10-07
28889,2024-10-17
28890,2024-10-07
28891,2024-10-07
28892,2024-10-03
28893,2024-09-25
28894,2024-08-02
28895,2024-09-18
28896,2024-08-30
28897,2024-10-04
28898,2024-09-03
28899,2011-12-11
28900,2024-04-04
28901,2011-12-11
28902,2025-03-11
28903,2011-12-11
28904,2011-12-11
28905,2011-12-11
28906,2011-12-11
28907,2011-12-11
28908,2011-12-11
28909,2011-12-11
28910,2011-12-11
28911,2011-12-11
28912,2011-12-11
28913,2024-07-31
28914,2011-12-11
28915,2011-12-11
28916,2011-12-11
28917,2011-12-11
28918,2011-12-11
28919,2011-12-11
28920,2011-12-11
28921,2011-12-11
28922,2011-12-11
28923,2011-12-11
28924,2011-12-11
28925,2011-12-11
28926,2011-12-11
28927,2011-12-11
28928,2011-12-11
28929,2011-12-11
28930,2011-12-11
28931,2011-12-11
28932,2011-12-11
28933,2011-12-11
28934,2011-12-11
28935,2011-12-11
28936,2011-12-11
28937,2024-10-03
28938,2024-10-02
28939,2011-12-11
28940,2011-12-11
28941,2011-12-11
28942,2011-12-11
28943,2011-12-11
28944,2011-12-11
28945,2011-12-11
28946,2011-12-11
28947,2011-12-11
28948,2011-12-11
28949,2011-12-11
28950,2011-12-11
28951,2024-10-04
28952,2024-10-15
28953,2024-10-15
28954,2024-10-15
28955,2024-10-15
28956,2024-10-15
28957,2024-10-15
28958,2024-10-15
28959,2024-10-15
28960,2024-10-15
28961,2024-10-15
28962,2024-10-15
28963,2024-10-25
28964,2024-10-15
28965,2024-10-25
28966,2024-10-25
28967,2024-10-25
28968,2024-10-25
28969,2024-10-25
28970,2024-10-30
28971,2024-08-21
28972,2024-10-25
28973,2024-10-25
28974,2024-10-25
28975,2024-10-25
28976,2024-10-25
28977,2024-10-25
28978,2024-10-30
28979,2024-10-30
28980,2024-10-30
28981,2024-10-30
28982,2024-10-30
28983,2024-10-30
28984,2024-10-30
28985,2024-10-30
28986,2024-11-11
28987,2024-11-26
28988,2024-10-30
28989,2024-10-30
28990,2024-08-09
28991,2024-10-30
28992,2024-11-07
28993,2024-11-11
28994,2024-11-11
28995,2024-11-11
28996,2024-10-03
28997,2024-12-11
28998,2024-12-09
28999,2024-08-21
29000,2024-08-30
29002,2011-12-11
29003,2011-12-11
29006,2011-12-11
29007,2011-12-11
29008,2011-12-11
29010,2023-10-27
29014,2025-08-01
29015,2011-12-11
29017,2024-02-26
29019,2011-12-11
29021,2024-12-11
29022,2011-12-11
29023,2024-12-11
29031,2011-12-11
29040,2024-10-29
29041,2024-10-29
29042,2024-10-29
29043,2024-10-29
29044,2024-10-29
29045,2023-11-16
29046,2024-10-29
29047,2024-10-29
29049,2011-12-11
29050,2024-10-29
29051,2023-09-11
29052,2023-09-11
29055,2011-12-11
29056,2023-10-11
29061,2023-10-11
29062,2023-10-27
29063,2023-09-13
29067,2011-12-11
29068,2023-10-02
29069,2023-11-17
29070,2023-09-15
29071,2023-09-15
29072,2023-09-15
29073,2023-09-15
29074,2023-09-13
29075,2023-09-13
29076,2023-09-18
29077,2023-09-18
29078,2023-08-25
29081,2011-12-11
29083,2011-12-11
29084,2023-09-12
29085,2023-09-12
29086,2023-08-23
29087,2023-08-18
29089,2023-08-22
29091,2011-12-11
29092,2023-09-20
29094,2023-08-28
29098,2011-12-11
29100,2023-10-09
29101,2024-10-31
29102,2024-10-31
29103,2024-10-31
29104,2024-10-31
29105,2024-10-31
29106,2024-10-31
29107,2024-10-31
29108,2024-10-31
29109,2024-10-31
29110,2025-03-19
29111,2024-11-25
29112,2011-12-11
29113,2011-12-11
29114,2011-12-11
29115,2011-12-11
29116,2011-12-11
29117,2011-12-11
29118,2011-12-11
29119,2011-12-11
29120,2011-12-11
29121,2011-12-11
29122,2011-12-11
29123,2011-12-11
29124,2011-12-11
29125,2011-12-11
29127,2011-12-11
29129,2025-01-07
29130,2011-12-11
29131,2025-01-02
29132,2011-12-11
29133,2011-12-11
29134,2011-12-11
29135,2011-12-11
29137,2011-12-11
29138,2011-12-11
29139,2011-12-11
29140,2011-12-11
29141,2011-12-11
29142,2011-12-11
29143,2011-12-11
29144,2011-12-11
29145,2011-12-11
29146,2011-12-11
29147,2011-12-11
29148,2011-12-11
29149,2011-12-11
29151,2011-12-11
29152,2011-12-11
29153,2011-12-11
29154,2011-12-11
29155,2011-12-11
29156,2011-12-11
29157,2011-12-11
29158,2011-12-11
29159,2011-12-11
29160,2011-12-11
29161,2011-12-11
29164,2024-01-09
29168,2024-01-12
29173,2023-12-08
29175,2024-01-03
29176,2023-11-29
29177,2023-11-29
29178,2011-12-11
29179,2023-11-20
29181,2023-12-08
29183,2023-11-16
29184,2024-06-12
29185,2024-05-15
29186,2024-05-15
29187,2024-01-11
29188,2023-12-08
29189,2011-12-11
29190,2023-11-20
29191,2024-05-22
29192,2023-11-16
29193,2024-05-22
29194,2011-12-11
29195,2011-12-11
29196,2011-12-11
29197,2024-02-19
29198,2011-12-11
29199,2011-12-11
29200,2011-12-11
29204,2011-12-11
29208,2024-06-21
29211,2024-11-04
29214,2024-10-30
29215,2024-10-31
29216,2024-10-30
29217,2024-11-07
29218,2024-10-31
29219,2024-12-09
29220,2024-10-31
29221,2024-11-11
29222,2024-11-11
29223,2024-12-12
29224,2024-10-31
29225,2024-11-11
29226,2024-11-11
29227,2024-10-31
29228,2024-12-09
29230,2024-10-15
29231,2024-10-15
29232,2024-10-15
29233,2024-10-15
29234,2011-12-11
29235,2024-11-11
29236,2024-11-11
29237,2024-10-31
29238,2024-11-11
29239,2024-11-11
29241,2024-11-25
29242,2024-11-11
29243,2024-11-11
29244,2024-11-11
29245,2024-11-11
29246,2024-10-30
29247,2024-10-30
29248,2024-10-31
29250,2025-01-13
29251,2011-12-11
29252,2011-12-11
29253,2011-12-11
29254,2011-12-11
29255,2011-12-11
29257,2011-12-11
29258,2011-12-11
29262,2011-12-11
29264,2011-12-11
29267,2011-12-11
29269,2011-12-11
29272,2011-12-11
29273,2011-12-11
29274,2011-12-11
29275,2011-12-11
29276,2011-12-11
29277,2011-12-11
29278,2011-12-11
29279,2011-12-11
29280,2011-12-11
29281,2011-12-11
29282,2011-12-11
29283,2011-12-11
29284,2011-12-11
29285,2011-12-11
29286,2011-12-11
29287,2011-12-11
29288,2011-12-11
29289,2011-12-11
29290,2011-12-11
29291,2011-12-11
29292,2011-12-11
29293,2011-12-11
29294,2011-12-11
29295,2011-12-11
29296,2011-12-11
29298,2011-12-11
29299,2011-12-11
29300,2011-12-11
29301,2011-12-11
29302,2011-12-11
29303,2011-12-11
29304,2011-12-11
29305,2011-12-11
29306,2011-12-11
29308,2011-12-11
29309,2011-12-11
29310,2011-12-11
29311,2011-12-11
29312,2011-12-11
29313,2011-12-11
29314,2011-12-11
29316,2011-12-11
29317,2025-01-03
29333,2011-12-11
29334,2011-12-11
29336,2011-12-11
29341,2011-12-11
29345,2011-12-11
29347,2011-12-11
29348,2011-12-11
29349,2011-12-11
29350,2011-12-11
29352,2011-12-11
29355,2024-10-31
29356,2024-11-26
29357,2024-12-06
29359,2024-12-16
29360,2024-12-16
29361,2024-12-16
29362,2024-12-16
29363,2024-12-16
29364,2024-12-16
29365,2024-12-16
29366,2025-01-03
29367,2025-01-03
29368,2025-01-06
29369,2025-01-06
29370,2025-01-03
29371,2025-01-03
29372,2025-01-03
29373,2025-01-06
29374,2025-01-03
29375,2025-01-21
29376,2025-02-25
29377,2025-02-25
29378,2025-04-04
29379,2025-02-25
29381,2025-01-28
29382,2025-02-25
29383,2025-05-19
29384,2011-12-11
29385,2011-12-11
29386,2024-04-02
29387,2024-03-13
29388,2025-06-03
29389,2025-07-14
29390,2025-07-14
29391,2025-02-28
29392,2024-04-02
29393,2024-02-28
29394,2025-06-10
29396,2025-07-03
29397,2011-12-11
29398,2025-03-07
29399,2025-02-25
29400,2025-01-21
29402,2011-12-11
29403,2024-01-25
29409,2025-09-09
29410,2025-11-13
29414,2024-11-04
29415,2024-11-04
29416,2024-11-04
29417,2025-06-04
29431,2011-12-11
29432,2011-12-11
29433,2025-10-28
29501,2011-12-11
29502,2011-12-11
29504,2011-12-11
29505,2011-12-11
29506,2011-12-11
29507,2011-12-11
29508,2011-12-11
29509,2011-12-11
29510,2011-12-11
29511,2011-12-11
29512,2011-12-11
29513,2011-12-11
29514,2011-12-11
29515,2011-12-11
29516,2024-01-16
29517,2023-11-17
29519,2011-12-11
29520,2011-12-11
29521,2011-12-11
29522,2011-12-11
29523,2011-12-11
29524,2011-12-11
29525,2011-12-11
29526,2011-12-11
29528,2011-12-11
29529,2011-12-11
29530,2011-12-11
29531,2011-12-11
29532,2011-12-11
29533,2011-12-11
29534,2011-12-11
29535,2011-12-11
29536,2011-12-11
29537,2011-12-11
29538,2011-12-11
29539,2011-12-11
29540,2011-12-11
29541,2011-12-11
29542,2011-12-11
29543,2011-12-11
29544,2011-12-11
29545,2011-12-11
29547,2011-12-11
29548,2011-12-11
29549,2011-12-11
29551,2011-12-11
29552,2011-12-11
29553,2011-12-11
29554,2011-12-11
29555,2011-12-11
29557,2011-12-11
29558,2011-12-11
29560,2011-12-11
29561,2011-12-11
29562,2011-12-11
29563,2011-12-11
29564,2011-12-11
29565,2011-12-11
29566,2011-12-11
29567,2011-12-11
29568,2011-12-11
29569,2011-12-11
29570,2011-12-11
29571,2011-12-11
29572,2011-12-11
29573,2011-12-11
29574,2011-12-11
29575,2011-12-11
29576,2011-12-11
29577,2011-12-11
29578,2011-12-11
29579,2011-12-11
29581,2011-12-11
29583,2011-12-11
29584,2011-12-11
29585,2011-12-11
29587,2011-12-11
29588,2011-12-11
29589,2011-12-11
29590,2011-12-11
29591,2011-12-11
29593,2011-12-11
29594,2011-12-11
29595,2011-12-11
29597,2011-12-11
29598,2011-12-11
29599,2011-12-11
29701,2023-02-23
29702,2011-12-11
29703,2023-03-02
29704,2011-12-11
29705,2011-12-11
29706,2011-12-11
29707,2011-12-11
29708,2011-12-11
29709,2011-12-11
29710,2011-12-11
29711,2011-12-11
29712,2011-12-11
29713,2011-12-11
29714,2011-12-11
29715,2011-12-11
29716,2011-12-11
29717,2011-12-11
29718,2011-12-11
29720,2011-12-11
29721,2011-12-11
29722,2011-12-11
29723,2011-12-11
29724,2011-12-11
29725,2011-12-11
29726,2011-12-11
29727,2011-12-11
29728,2025-08-11
29729,2011-12-11
29730,2011-12-11
29731,2011-12-11
29732,2011-12-11
29733,2011-12-11
29734,2011-12-11
29735,2011-12-11
29736,2011-12-11
29737,2011-12-11
29738,2011-12-11
29739,2011-12-11
29740,2011-12-11
29741,2011-12-11
29742,2011-12-11
29743,2011-12-11
29744,2011-12-11
29745,2011-12-11
29746,2011-12-11
29747,2011-12-11
29748,2011-12-11
29749,2011-12-11
29750,2011-12-11
29751,2011-12-11
29752,2011-12-11
29753,2011-12-11
29755,2011-12-11
29756,2011-12-11
29758,2011-12-11
29762,2022-03-03
29764,2011-12-11
29765,2011-12-11
29766,2011-12-11
29769,2011-12-11
29770,2011-12-11
29771,2011-12-11
29772,2011-12-11
29773,2011-12-11
29774,2011-12-11
29775,2011-12-11
29777,2011-12-11
29778,2011-12-11
29780,2011-12-11
29781,2011-12-11
29786,2011-12-11
29787,2011-12-11
29791,2011-12-11
29793,2011-12-11
29795,2011-12-11
29796,2011-12-11
29798,2011-12-11
29799,2011-12-11
29800,2011-12-11
29801,2011-12-11
29802,2024-01-08
29803,2011-12-11
29804,2024-06-20
29805,2024-07-01
29806,2011-12-11
29807,2024-06-20
29808,2011-12-11
29809,2011-12-11
29810,2011-12-11
29811,2011-12-11
29812,2011-12-11
29813,2024-06-20
29814,2011-12-11
29815,2024-06-20
29816,2024-06-20
29817,2024-06-20
29818,2011-12-11
29819,2011-12-11
29820,2011-12-11
29821,2011-12-11
29822,2011-12-11
29823,2011-12-11
29824,2011-12-11
29825,2011-12-11
29826,2011-12-11
29827,2011-12-11
29829,2011-12-11
29830,2011-12-11
29832,2011-12-11
29833,2011-12-11
29834,2011-12-11
29835,2011-12-11
29836,2011-12-11
29837,2024-06-24
29838,2011-12-11
29839,2011-12-11
29840,2011-12-11
29841,2011-12-11
29842,2011-12-11
29843,2011-12-11
29844,2011-12-11
29845,2011-12-11
29846,2011-12-11
29847,2011-12-11
29848,2024-07-01
29849,2024-01-08
29850,2024-01-08
29852,2011-12-11
29853,2011-12-11
29854,2011-12-11
29855,2011-12-11
29856,2011-12-11
29857,2011-12-11
29858,2011-12-11
29859,2011-12-11
29862,2011-12-11
29863,2011-12-11
29865,2011-12-11
29866,2011-12-11
29867,2011-12-11
29869,2011-12-11
29870,2011-12-11
29873,2011-12-11
29875,2011-12-11
29876,2011-12-11
29878,2011-12-11
29879,2011-12-11
29882,2011-12-11
29887,2011-12-11
29888,2011-12-11
29889,2011-12-11
29892,2011-12-11
29893,2011-12-11
29897,2011-12-11
29898,2011-12-11
29900,2011-12-11
29901,2011-12-11
29902,2011-12-11
29903,2011-12-11
29904,2011-12-11
29905,2011-12-11
29906,2011-12-11
29907,2024-05-23
29908,2011-12-11
29909,2024-06-10
29910,2011-12-11
29911,2022-10-19
29913,2011-12-11
29914,2022-10-19
29915,2022-10-19
29916,2011-12-11
29918,2011-12-11
29919,2023-10-13
29920,2011-12-11
29921,2022-10-19
29922,2011-12-11
29923,2011-12-11
29924,2011-12-11
29925,2011-12-11
29926,2022-10-19
29927,2024-08-29
29928,2024-08-29
29929,2025-04-22
29930,2011-12-11
29931,2011-12-11
29932,2011-12-11
29933,2023-06-29
29934,2011-12-11
29935,2022-10-19
29936,2011-12-11
29937,2022-10-19
29938,2011-12-11
29939,2011-12-11
29941,2011-12-11
29942,2011-12-11
29943,2011-12-11
29944,2011-12-11
29945,2011-12-11
29946,2011-12-11
29947,2011-12-11
29948,2011-12-11
29949,2011-12-11
29950,2011-12-11
29951,2011-12-11
29952,2011-12-11
29953,2011-12-11
29954,2011-12-11
29955,2011-12-11
29956,2011-12-11
29957,2011-12-11
29958,2011-12-11
29959,2011-12-11
29960,2011-12-11
29961,2011-12-11
29962,2011-12-11
29963,2011-12-11
29964,2011-12-11
29965,2011-12-11
29966,2011-12-11
29967,2011-12-11
29968,2011-12-11
29969,2011-12-11
29970,2011-12-11
29971,2011-12-11
29972,2011-12-11
29973,2011-12-11
29974,2011-12-11
29975,2011-12-11
29976,2011-12-11
29977,2024-10-07
29978,2024-10-07
29979,2011-12-11
29980,2011-12-11
29981,2011-12-11
29982,2011-12-11
29983,2011-12-11
29984,2011-12-11
29985,2024-10-07
29986,2011-12-11
29987,2011-12-11
29988,2011-12-11
29989,2011-12-11
29990,2011-12-11
29991,2011-12-11
29992,2011-12-11
29993,2011-12-11
29994,2011-12-11
29995,2011-12-11
29996,2011-12-11
29998,2019-11-06
29999,2024-11-14
30000,2024-11-14
30001,2011-12-11
30002,2011-12-11
30003,2011-12-11
30004,2011-12-11
30005,2011-12-11
30006,2011-12-11
30007,2011-12-11
30008,2011-12-11
30009,2011-12-11
30010,2011-12-11
30011,2011-12-11
30012,2011-12-11
30013,2011-12-11
30014,2011-12-11
30015,2011-12-11
30016,2011-12-11
30017,2011-12-11
30018,2011-12-11
30019,2011-12-11
30020,2011-12-11
30021,2024-06-05
30022,2011-12-11
30023,2024-06-06
30024,2011-12-11
30025,2011-12-11
30026,2024-05-21
30027,2024-05-21
30028,2011-12-11
30029,2011-12-11
30030,2011-12-11
30031,2011-12-11
30032,2011-12-11
30033,2011-12-11
30034,2011-12-11
30035,2011-12-11
30036,2011-12-11
30037,2011-12-11
30038,2011-12-11
30039,2011-12-11
30040,2011-12-11
30041,2011-12-11
30042,2011-12-11
30043,2011-12-11
30044,2011-12-11
30045,2011-12-11
30046,2011-12-11
30047,2024-06-11
30048,2011-12-11
30049,2011-12-11
30050,2011-12-11
30051,2011-12-11
30052,2011-12-11
30053,2011-12-11
30054,2011-12-11
30055,2025-06-10
30056,2025-08-04
30057,2025-07-29
30058,2011-12-11
30059,2024-06-18
30060,2024-06-11
30061,2024-06-11
30062,2011-12-11
30063,2011-12-11
30064,2024-06-17
30065,2011-12-11
30066,2011-12-11
30067,2011-12-11
30068,2011-12-11
30069,2011-12-11
30071,2011-12-11
30072,2011-12-11
30073,2011-12-11
30074,2011-12-11
30075,2011-12-11
30076,2011-12-11
30078,2011-12-11
30079,2011-12-11
30080,2011-12-11
30081,2011-12-11
30082,2011-12-11
30083,2011-12-11
30084,2011-12-11
30085,2011-12-11
30086,2011-12-11
30087,2011-12-11
30088,2011-12-11
30089,2011-12-11
30090,2011-12-11
30091,2011-12-11
30092,2011-12-11
30093,2011-12-11
30094,2011-12-11
30095,2011-12-11
30096,2011-12-11
30097,2011-12-11
30098,2011-12-11
30099,2011-12-11
30101,2011-12-11
30102,2011-12-11
30103,2024-06-20
30104,2024-06-18
30105,2011-12-11
30106,2011-12-11
30107,2011-12-11
30108,2011-12-11
30109,2011-12-11
30110,2011-12-11
30111,2011-12-11
30112,2011-12-11
30113,2011-12-11
30114,2011-12-11
30115,2011-12-11
30116,2011-12-11
30117,2011-12-11
30118,2011-12-11
30119,2011-12-11
30120,2011-12-11
30121,2011-12-11
30122,2011-12-11
30123,2011-12-11
30124,2011-12-11
30125,2011-12-11
30126,2011-12-11
30127,2011-12-11
30128,2011-12-11
30129,2011-12-11
30130,2011-12-11
30131,2011-12-11
30132,2011-12-11
30133,2011-12-11
30134,2011-12-11
30135,2011-12-11
30136,2011-12-11
30137,2011-12-11
30138,2011-12-11
30139,2011-12-11
30140,2011-12-11
30141,2011-12-11
30142,2024-06-21
30143,2024-06-21
30144,2024-06-21
30145,2024-06-21
30147,2025-08-08
30148,2011-12-11
30149,2011-12-11
30151,2011-12-11
30152,2020-12-01
30153,2020-12-01
30154,2020-12-01
30155,2020-12-01
30156,2011-12-11
30157,2011-12-11
30158,2011-12-11
30159,2011-12-11
30160,2011-12-11
30161,2011-12-11
30162,2011-12-11
30163,2011-12-11
30164,2011-12-11
30165,2011-12-11
30166,2011-12-11
30167,2011-12-11
30168,2011-12-11
30169,2011-12-11
30170,2011-12-11
30173,2022-08-08
30174,2022-04-18
30175,2022-04-18
30176,2022-08-29
30199,2024-08-21
30200,2024-08-21
30201,2011-12-11
30202,2011-12-11
30203,2025-08-08
30205,2024-06-25
30206,2024-06-25
30207,2024-06-25
30208,2024-06-25
30209,2011-12-11
30212,2025-07-29
30213,2025-07-29
30214,2025-08-08
30216,2024-06-28
30217,2024-06-28
30218,2024-07-01
30219,2024-07-02
30220,2024-07-02
30221,2024-07-08
30222,2024-07-08
30223,2011-12-11
30224,2011-12-11
30225,2011-12-11
30226,2024-06-28
30227,2024-06-28
30228,2024-06-28
30229,2024-07-17
30230,2024-07-17
30231,2024-07-17
30232,2011-12-11
30233,2024-07-18
30234,2024-07-18
30235,2024-07-26
30236,2024-07-18
30237,2024-07-29
30238,2024-07-29
30239,2024-07-30
30240,2024-07-22
30241,2024-08-02
30242,2024-07-11
30243,2024-07-26
30244,2011-12-11
30245,2011-12-11
30246,2011-12-11
30247,2011-12-11
30248,2011-12-11
30249,2011-12-11
30250,2011-12-11
30251,2011-12-11
30252,2011-12-11
30253,2011-12-11
30254,2011-12-11
30255,2011-12-11
30256,2011-12-11
30257,2011-12-11
30258,2024-08-06
30259,2024-08-09
30260,2011-12-11
30261,2024-08-16
30262,2024-08-19
30263,2011-12-11
30264,2024-08-15
30265,2024-08-23
30266,2011-12-11
30267,2011-12-11
30268,2011-12-11
30269,2024-06-26
30270,2011-12-11
30271,2011-12-11
30272,2011-12-11
30273,2011-12-11
30274,2011-12-11
30275,2011-12-11
30276,2011-12-11
30277,2011-12-11
30278,2011-12-11
30279,2011-12-11
30280,2011-12-11
30281,2011-12-11
30282,2011-12-11
30283,2011-12-11
30284,2011-12-11
30285,2011-12-11
30286,2011-12-11
30287,2011-12-11
30288,2011-12-11
30289,2011-12-11
30290,2011-12-11
30291,2011-12-11
30292,2011-12-11
30293,2011-12-11
30294,2011-12-11
30295,2011-12-11
30296,2011-12-11
30297,2011-12-11
30298,2011-12-11
30299,2011-12-11
30300,2011-12-11
30301,2011-12-11
30302,2011-12-11
30303,2011-12-11
30304,2011-12-11
30305,2011-12-11
30306,2011-12-11
30307,2011-12-11
30308,2011-12-11
30309,2011-12-11
30310,2011-12-11
30311,2011-12-11
30312,2011-12-11
30313,2011-12-11
30314,2011-12-11
30316,2011-12-11
30317,2011-12-11
30318,2011-12-11
30319,2011-12-11
30320,2011-12-11
30321,2011-12-11
30322,2011-12-11
30323,2011-12-11
30324,2011-12-11
30325,2011-12-11
30326,2011-12-11
30327,2011-12-11
30328,2011-12-11
30329,2011-12-11
30330,2011-12-11
30331,2011-12-11
30332,2011-12-11
30333,2011-12-11
30334,2011-12-11
30335,2011-12-11
30336,2011-12-11
30337,2011-12-11
30338,2011-12-11
30339,2011-12-11
30340,2011-12-11
30341,2011-12-11
30342,2011-12-11
30343,2011-12-11
30344,2011-12-11
30345,2011-12-11
30346,2011-12-11
30347,2011-12-11
30348,2011-12-11
30349,2011-12-11
30350,2011-12-11
30351,2011-12-11
30352,2011-12-11
30353,2011-12-11
30354,2011-12-11
30355,2011-12-11
30356,2011-12-11
30357,2011-12-11
30358,2011-12-11
30359,2011-12-11
30360,2011-12-11
30361,2011-12-11
30363,2011-12-11
30364,2011-12-11
30365,2011-12-11
30367,2011-12-11
30368,2011-12-11
30369,2011-12-11
30370,2011-12-11
30371,2011-12-11
30372,2011-12-11
30373,2011-12-11
30374,2011-12-11
30375,2011-12-11
30376,2011-12-11
30377,2011-12-11
30378,2011-12-11
30379,2011-12-11
30380,2011-12-11
30381,2011-12-11
30382,2011-12-11
30383,2011-12-11
30384,2011-12-11
30385,2011-12-11
30386,2011-12-11
30387,2011-12-11
30388,2011-12-11
30389,2011-12-11
30390,2011-12-11
30391,2011-12-11
30392,2011-12-11
30393,2011-12-11
30394,2011-12-11
30395,2011-12-11
30396,2011-12-11
30397,2011-12-11
30398,2011-12-11
30399,2011-12-11
30401,2011-12-11
30402,2011-12-11
30403,2011-12-11
30404,2011-12-11
30405,2011-12-11
30406,2011-12-11
30407,2011-12-11
30408,2011-12-11
30409,2011-12-11
30410,2011-12-11
30411,2011-12-11
30412,2011-12-11
30413,2011-12-11
30414,2011-12-11
30415,2011-12-11
30416,2011-12-11
30417,2011-12-11
30418,2011-12-11
30419,2011-12-11
30420,2011-12-11
30421,2011-12-11
30422,2011-12-11
30423,2011-12-11
30424,2011-12-11
30425,2011-12-11
30426,2011-12-11
30427,2011-12-11
30428,2011-12-11
30429,2011-12-11
30430,2011-12-11
30431,2011-12-11
30432,2011-12-11
30433,2011-12-11
30434,2011-12-11
30435,2011-12-11
30436,2011-12-11
30437,2011-12-11
30438,2011-12-11
30439,2011-12-11
30440,2011-12-11
30441,2011-12-11
30442,2011-12-11
30443,2011-12-11
30444,2011-12-11
