NUPATRIM    NUPROJ    DTMOVI      FLMOV    USUARIO                            DTOPERACAO    
36978       610       04/09/2025    I        BEA.SC                             04/09/2025    
32856       200       04/09/2025    I        BEA.SC                             04/09/2025    
31410       200       04/09/2025    I        BEA.SC                             04/09/2025    
15703       200       04/09/2025    I        BEA.SC                             04/09/2025    
15703       200       04/09/2025    I        BEA.SC                             04/09/2025    
29516       200       04/09/2025    I        BEA.SC                             04/09/2025    
33095       200       04/09/2025    I        BEA.SC                             04/09/2025    
31346       200       04/09/2025    I        BEA.SC                             04/09/2025    
31417       200       04/09/2025    I        BEA.SC                             04/09/2025    
31395       200       04/09/2025    I        BEA.SC                             04/09/2025    
31953       200       04/09/2025    I        BEA.SC                             04/09/2025    
23040       200       04/09/2025    I        BEA.SC                             04/09/2025    
2283        379       04/09/2025    I        BEA.SC                             04/09/2025    
33068       379       04/09/2025    I        BEA.SC                             04/09/2025    
23038       379       04/09/2025    I        BEA.SC                             04/09/2025    
3670        379       04/09/2025    I        BEA.SC                             04/09/2025    
0           8         04/09/2025    I        BEA.SC                             04/09/2025    
0           8         04/09/2025    I        BEA.SC                             04/09/2025    
33059       379       04/09/2025    I        BEA.SC                             04/09/2025    
10193       379       04/09/2025    I        BEA.SC                             04/09/2025    
2962        379       04/09/2025    I        BEA.SC                             04/09/2025    
23030       379       04/09/2025    I        BEA.SC                             04/09/2025    
19240       379       04/09/2025    I        BEA.SC                             04/09/2025    
32855       379       04/09/2025    I        BEA.SC                             04/09/2025    
30101       379       05/09/2025    I        BEA.SC                             05/09/2025    
32379       379       05/09/2025    I        BEA.SC                             05/09/2025    
16507       571       05/09/2025    I        BEA.SC                             05/09/2025    
16608       571       05/09/2025    I        BEA.SC                             05/09/2025    
16552       571       05/09/2025    I        BEA.SC                             05/09/2025    
17754       736       05/09/2025    I        BEA.SC                             05/09/2025    
17754       736       05/09/2025    I        BEA.SC                             05/09/2025    
36194       920       05/09/2025    I        BEA.SC                             05/09/2025    
10054       920       05/09/2025    I        BEA.SC                             05/09/2025    
10054       920       05/09/2025    I        BEA.SC                             05/09/2025    
10126       920       05/09/2025    I        BEA.SC                             05/09/2025    
14008       920       05/09/2025    I        BEA.SC                             05/09/2025    
14019       920       05/09/2025    I        BEA.SC                             05/09/2025    
36117       721       05/09/2025    I        BEA.SC                             05/09/2025    
36117       721       05/09/2025    I        BEA.SC                             05/09/2025    
36113       920       05/09/2025    I        BEA.SC                             05/09/2025    
36113       920       05/09/2025    I        BEA.SC                             05/09/2025    
36114       920       05/09/2025    I        BEA.SC                             05/09/2025    
36115       920       05/09/2025    I        BEA.SC                             05/09/2025    
36116       920       05/09/2025    I        BEA.SC                             05/09/2025    
552         917       05/09/2025    I        BEA.SC                             05/09/2025    
10164       917       05/09/2025    I        BEA.SC                             05/09/2025    
15914       999911    05/09/2025    I        TIAGOP                             05/09/2025    
36198       8         05/09/2025    I        BEA.SC                             05/09/2025    
19337       920       05/09/2025    I        BEA.SC                             05/09/2025    
37059       920       05/09/2025    I        BEA.SC                             05/09/2025    
37059       920       05/09/2025    I        BEA.SC                             05/09/2025    
19302       920       05/09/2025    I        BEA.SC                             05/09/2025    
36260       100001    08/09/2025    I        BEA.SC                             08/09/2025    
25920       571       08/09/2025    I        BEA.SC                             08/09/2025    
15914       812       08/09/2025    I        BEA.SC                             08/09/2025    
15914       812       08/09/2025    I        BEA.SC                             08/09/2025    
22434       8         08/09/2025    I        BEA.SC                             08/09/2025    
22434       8         08/09/2025    I        BEA.SC                             08/09/2025    
32547       631       08/09/2025    I        BEA.SC                             08/09/2025    
32548       631       08/09/2025    I        BEA.SC                             08/09/2025    
36584       631       08/09/2025    I        BEA.SC                             08/09/2025    
36589       631       08/09/2025    I        BEA.SC                             08/09/2025    
36599       631       08/09/2025    I        BEA.SC                             08/09/2025    
9095        631       08/09/2025    I        BEA.SC                             08/09/2025    
9109        631       08/09/2025    I        BEA.SC                             08/09/2025    
33236       631       08/09/2025    I        BEA.SC                             08/09/2025    
33261       631       08/09/2025    I        BEA.SC                             08/09/2025    
33296       631       08/09/2025    I        BEA.SC                             08/09/2025    
9099        631       08/09/2025    I        BEA.SC                             08/09/2025    
9129        631       08/09/2025    I        BEA.SC                             08/09/2025    
36091       631       08/09/2025    I        BEA.SC                             08/09/2025    
9097        631       08/09/2025    I        BEA.SC                             08/09/2025    
9110        631       08/09/2025    I        BEA.SC                             08/09/2025    
29409       999911    09/09/2025    I        TIAGOP                             09/09/2025    
28312       631       10/09/2025    I        BEA.SC                             10/09/2025    
28329       631       10/09/2025    I        BEA.SC                             10/09/2025    
28335       631       10/09/2025    I        BEA.SC                             10/09/2025    
28343       631       10/09/2025    I        BEA.SC                             10/09/2025    
28426       631       10/09/2025    I        BEA.SC                             10/09/2025    
36333       631       10/09/2025    I        BEA.SC                             10/09/2025    
36334       631       10/09/2025    I        BEA.SC                             10/09/2025    
36335       631       10/09/2025    I        BEA.SC                             10/09/2025    
36340       631       10/09/2025    I        BEA.SC                             10/09/2025    
36342       631       10/09/2025    I        BEA.SC                             10/09/2025    
36353       631       10/09/2025    I        BEA.SC                             10/09/2025    
36354       631       10/09/2025    I        BEA.SC                             10/09/2025    
9105        631       10/09/2025    I        BEA.SC                             10/09/2025    
28115       631       10/09/2025    I        BEA.SC                             10/09/2025    
36911       631       10/09/2025    I        BEA.SC                             10/09/2025    
9108        631       10/09/2025    I        BEA.SC                             10/09/2025    
33229       631       10/09/2025    I        BEA.SC                             10/09/2025    
33230       631       10/09/2025    I        BEA.SC                             10/09/2025    
9093        631       10/09/2025    I        BEA.SC                             10/09/2025    
36336       631       10/09/2025    I        BEA.SC                             10/09/2025    
28805       631       10/09/2025    I        BEA.SC                             10/09/2025    
28806       631       10/09/2025    I        BEA.SC                             10/09/2025    
28807       631       10/09/2025    I        BEA.SC                             10/09/2025    
9101        631       10/09/2025    I        BEA.SC                             10/09/2025    
28299       631       10/09/2025    I        BEA.SC                             10/09/2025    
32402       631       10/09/2025    I        BEA.SC                             10/09/2025    
32403       631       10/09/2025    I        BEA.SC                             10/09/2025    
9098        631       10/09/2025    I        BEA.SC                             10/09/2025    
33256       631       10/09/2025    I        BEA.SC                             10/09/2025    
9119        631       10/09/2025    I        BEA.SC                             10/09/2025    
9134        631       10/09/2025    I        BEA.SC                             10/09/2025    
9077        631       10/09/2025    I        BEA.SC                             10/09/2025    
33234       631       10/09/2025    I        BEA.SC                             10/09/2025    
33238       631       10/09/2025    I        BEA.SC                             10/09/2025    
9066        631       10/09/2025    I        BEA.SC                             10/09/2025    
36590       631       10/09/2025    I        BEA.SC                             10/09/2025    
36592       631       10/09/2025    I        BEA.SC                             10/09/2025    
36593       631       10/09/2025    I        BEA.SC                             10/09/2025    
36594       631       10/09/2025    I        BEA.SC                             10/09/2025    
9139        631       10/09/2025    I        BEA.SC                             10/09/2025    
28801       631       10/09/2025    I        BEA.SC                             10/09/2025    
28212       631       10/09/2025    I        BEA.SC                             10/09/2025    
28432       631       10/09/2025    I        BEA.SC                             10/09/2025    
36582       631       10/09/2025    I        BEA.SC                             10/09/2025    
36583       631       10/09/2025    I        BEA.SC                             10/09/2025    
36912       631       10/09/2025    I        BEA.SC                             10/09/2025    
33257       631       10/09/2025    I        BEA.SC                             10/09/2025    
33258       631       10/09/2025    I        BEA.SC                             10/09/2025    
36735       631       10/09/2025    I        BEA.SC                             10/09/2025    
36737       631       10/09/2025    I        BEA.SC                             10/09/2025    
9033        631       10/09/2025    I        BEA.SC                             10/09/2025    
9100        631       10/09/2025    I        BEA.SC                             10/09/2025    
9132        631       10/09/2025    I        BEA.SC                             10/09/2025    
28056       631       10/09/2025    I        BEA.SC                             10/09/2025    
28065       631       10/09/2025    I        BEA.SC                             10/09/2025    
36729       631       10/09/2025    I        BEA.SC                             10/09/2025    
36738       631       10/09/2025    I        BEA.SC                             10/09/2025    
36739       631       10/09/2025    I        BEA.SC                             10/09/2025    
25537       777       10/09/2025    I        BEA.SC                             10/09/2025    
25538       777       10/09/2025    I        BEA.SC                             10/09/2025    
25540       777       10/09/2025    I        BEA.SC                             10/09/2025    
25541       777       10/09/2025    I        BEA.SC                             10/09/2025    
25542       777       10/09/2025    I        BEA.SC                             10/09/2025    
25543       777       10/09/2025    I        BEA.SC                             10/09/2025    
36191       999911    10/09/2025    I        TIAGOP                             10/09/2025    
36189       999911    10/09/2025    I        TIAGOP                             10/09/2025    
25544       777       10/09/2025    I        BEA.SC                             10/09/2025    
25545       777       10/09/2025    I        BEA.SC                             10/09/2025    
25547       777       10/09/2025    I        BEA.SC                             10/09/2025    
25548       777       10/09/2025    I        BEA.SC                             10/09/2025    
25549       777       10/09/2025    I        BEA.SC                             10/09/2025    
25550       777       10/09/2025    I        BEA.SC                             10/09/2025    
25854       777       10/09/2025    I        BEA.SC                             10/09/2025    
25855       777       10/09/2025    I        BEA.SC                             10/09/2025    
25856       777       10/09/2025    I        BEA.SC                             10/09/2025    
25857       777       10/09/2025    I        BEA.SC                             10/09/2025    
25858       777       10/09/2025    I        BEA.SC                             10/09/2025    
25859       777       10/09/2025    I        BEA.SC                             10/09/2025    
25860       777       10/09/2025    I        BEA.SC                             10/09/2025    
13232       571       10/09/2025    I        BEA.SC                             10/09/2025    
13232       571       10/09/2025    I        BEA.SC                             10/09/2025    
8757        648       10/09/2025    I        BEA.SC                             10/09/2025    
9293        648       10/09/2025    I        BEA.SC                             10/09/2025    
9293        648       10/09/2025    I        BEA.SC                             10/09/2025    
9348        648       10/09/2025    I        BEA.SC                             10/09/2025    
36062       648       10/09/2025    I        BEA.SC                             10/09/2025    
36063       648       10/09/2025    I        BEA.SC                             10/09/2025    
36063       648       10/09/2025    I        BEA.SC                             10/09/2025    
36071       648       10/09/2025    I        BEA.SC                             10/09/2025    
36073       648       10/09/2025    I        BEA.SC                             10/09/2025    
36659       648       10/09/2025    I        BEA.SC                             10/09/2025    
36660       648       10/09/2025    I        BEA.SC                             10/09/2025    
36028       648       10/09/2025    I        BEA.SC                             10/09/2025    
36029       648       10/09/2025    I        BEA.SC                             10/09/2025    
29196       648       10/09/2025    I        BEA.SC                             10/09/2025    
36689       648       10/09/2025    I        BEA.SC                             10/09/2025    
36696       648       10/09/2025    I        BEA.SC                             10/09/2025    
36389       648       10/09/2025    I        BEA.SC                             10/09/2025    
9309        648       10/09/2025    I        BEA.SC                             10/09/2025    
36485       648       10/09/2025    I        BEA.SC                             10/09/2025    
36851       648       10/09/2025    I        BEA.SC                             10/09/2025    
8807        648       10/09/2025    I        BEA.SC                             10/09/2025    
8824        648       10/09/2025    I        BEA.SC                             10/09/2025    
36551       648       10/09/2025    I        BEA.SC                             10/09/2025    
36552       648       10/09/2025    I        BEA.SC                             10/09/2025    
36553       648       10/09/2025    I        BEA.SC                             10/09/2025    
36556       648       10/09/2025    I        BEA.SC                             10/09/2025    
36567       648       10/09/2025    I        BEA.SC                             10/09/2025    
36577       648       10/09/2025    I        BEA.SC                             10/09/2025    
36578       648       10/09/2025    I        BEA.SC                             10/09/2025    
36579       648       10/09/2025    I        BEA.SC                             10/09/2025    
36580       648       10/09/2025    I        BEA.SC                             10/09/2025    
33259       648       10/09/2025    I        BEA.SC                             10/09/2025    
29251       648       10/09/2025    I        BEA.SC                             10/09/2025    
29254       648       10/09/2025    I        BEA.SC                             10/09/2025    
36096       648       10/09/2025    I        BEA.SC                             10/09/2025    
36657       648       10/09/2025    I        BEA.SC                             10/09/2025    
36330       648       10/09/2025    I        BEA.SC                             10/09/2025    
36324       648       10/09/2025    I        BEA.SC                             10/09/2025    
32405       648       10/09/2025    I        BEA.SC                             10/09/2025    
32573       648       10/09/2025    I        BEA.SC                             10/09/2025    
32574       648       10/09/2025    I        BEA.SC                             10/09/2025    
32575       648       10/09/2025    I        BEA.SC                             10/09/2025    
36339       648       10/09/2025    I        BEA.SC                             10/09/2025    
9346        648       10/09/2025    I        BEA.SC                             10/09/2025    
36464       648       10/09/2025    I        BEA.SC                             10/09/2025    
9491        648       10/09/2025    I        BEA.SC                             10/09/2025    
36462       648       10/09/2025    I        BEA.SC                             10/09/2025    
33233       648       10/09/2025    I        BEA.SC                             10/09/2025    
33260       648       10/09/2025    I        BEA.SC                             10/09/2025    
33295       648       10/09/2025    I        BEA.SC                             10/09/2025    
33295       648       10/09/2025    I        BEA.SC                             10/09/2025    
29255       648       10/09/2025    I        BEA.SC                             10/09/2025    
36325       648       10/09/2025    I        BEA.SC                             10/09/2025    
36097       648       10/09/2025    I        BEA.SC                             10/09/2025    
9340        648       10/09/2025    I        BEA.SC                             10/09/2025    
9345        648       10/09/2025    I        BEA.SC                             10/09/2025    
9347        648       10/09/2025    I        BEA.SC                             10/09/2025    
28732       648       10/09/2025    I        BEA.SC                             10/09/2025    
36745       648       10/09/2025    I        BEA.SC                             10/09/2025    
36388       648       10/09/2025    I        BEA.SC                             10/09/2025    
33227       648       10/09/2025    I        BEA.SC                             10/09/2025    
33228       648       10/09/2025    I        BEA.SC                             10/09/2025    
8947        648       10/09/2025    I        BEA.SC                             10/09/2025    
9390        648       10/09/2025    I        BEA.SC                             10/09/2025    
36064       648       10/09/2025    I        BEA.SC                             10/09/2025    
36065       648       10/09/2025    I        BEA.SC                             10/09/2025    
22420       530       10/09/2025    I        BEA.SC                             10/09/2025    
22414       8         10/09/2025    I        BEA.SC                             10/09/2025    
22422       8         10/09/2025    I        BEA.SC                             10/09/2025    
843         8         10/09/2025    I        BEA.SC                             10/09/2025    
33074       200       10/09/2025    I        BEA.SC                             10/09/2025    
25000       773       10/09/2025    I        BEA.SC                             10/09/2025    
25003       773       10/09/2025    I        BEA.SC                             10/09/2025    
25014       773       10/09/2025    I        BEA.SC                             10/09/2025    
25046       773       10/09/2025    I        BEA.SC                             10/09/2025    
25146       773       10/09/2025    I        BEA.SC                             10/09/2025    
36459       773       10/09/2025    I        BEA.SC                             10/09/2025    
25036       773       10/09/2025    I        BEA.SC                             10/09/2025    
25145       773       10/09/2025    I        BEA.SC                             10/09/2025    
36858       773       10/09/2025    I        BEA.SC                             10/09/2025    
29019       773       10/09/2025    I        BEA.SC                             10/09/2025    
29091       773       10/09/2025    I        BEA.SC                             10/09/2025    
36853       773       10/09/2025    I        BEA.SC                             10/09/2025    
36854       773       10/09/2025    I        BEA.SC                             10/09/2025    
36855       773       10/09/2025    I        BEA.SC                             10/09/2025    
36856       773       10/09/2025    I        BEA.SC                             10/09/2025    
3453        773       10/09/2025    I        BEA.SC                             10/09/2025    
31483       8         11/09/2025    I        BEA.SC                             11/09/2025    
37123       920       11/09/2025    I        BEA.SC                             11/09/2025    
37128       920       11/09/2025    I        BEA.SC                             11/09/2025    
23041       379       11/09/2025    I        BEA.SC                             11/09/2025    
36386       773       11/09/2025    I        BEA.SC                             11/09/2025    
36455       773       11/09/2025    I        BEA.SC                             11/09/2025    
36456       773       11/09/2025    I        BEA.SC                             11/09/2025    
36460       773       11/09/2025    I        BEA.SC                             11/09/2025    
36465       773       11/09/2025    I        BEA.SC                             11/09/2025    
3382        773       11/09/2025    I        BEA.SC                             11/09/2025    
32452       773       11/09/2025    I        BEA.SC                             11/09/2025    
33157       888       11/09/2025    I        BEA.SC                             11/09/2025    
33158       888       11/09/2025    I        BEA.SC                             11/09/2025    
33158       888       11/09/2025    I        BEA.SC                             11/09/2025    
33299       888       11/09/2025    I        BEA.SC                             11/09/2025    
33300       888       11/09/2025    I        BEA.SC                             11/09/2025    
5819        888       11/09/2025    I        BEA.SC                             11/09/2025    
5820        888       11/09/2025    I        BEA.SC                             11/09/2025    
8791        888       11/09/2025    I        BEA.SC                             11/09/2025    
33163       888       11/09/2025    I        BEA.SC                             11/09/2025    
33164       888       11/09/2025    I        BEA.SC                             11/09/2025    
33165       888       11/09/2025    I        BEA.SC                             11/09/2025    
36369       888       11/09/2025    I        BEA.SC                             11/09/2025    
36370       888       11/09/2025    I        BEA.SC                             11/09/2025    
36371       888       11/09/2025    I        BEA.SC                             11/09/2025    
36378       888       11/09/2025    I        BEA.SC                             11/09/2025    
36379       888       11/09/2025    I        BEA.SC                             11/09/2025    
36380       888       11/09/2025    I        BEA.SC                             11/09/2025    
33248       888       11/09/2025    I        BEA.SC                             11/09/2025    
33249       888       11/09/2025    I        BEA.SC                             11/09/2025    
33250       888       11/09/2025    I        BEA.SC                             11/09/2025    
33251       888       11/09/2025    I        BEA.SC                             11/09/2025    
33252       888       11/09/2025    I        BEA.SC                             11/09/2025    
36095       888       11/09/2025    I        BEA.SC                             11/09/2025    
36601       888       11/09/2025    I        BEA.SC                             11/09/2025    
36602       888       11/09/2025    I        BEA.SC                             11/09/2025    
36603       888       11/09/2025    I        BEA.SC                             11/09/2025    
36604       888       11/09/2025    I        BEA.SC                             11/09/2025    
36605       888       11/09/2025    I        BEA.SC                             11/09/2025    
36607       888       11/09/2025    I        BEA.SC                             11/09/2025    
36607       888       11/09/2025    I        BEA.SC                             11/09/2025    
36608       888       11/09/2025    I        BEA.SC                             11/09/2025    
36608       888       11/09/2025    I        BEA.SC                             11/09/2025    
36609       888       11/09/2025    I        BEA.SC                             11/09/2025    
36609       888       11/09/2025    I        BEA.SC                             11/09/2025    
36610       888       11/09/2025    I        BEA.SC                             11/09/2025    
36619       888       11/09/2025    I        BEA.SC                             11/09/2025    
36620       888       11/09/2025    I        BEA.SC                             11/09/2025    
36494       888       11/09/2025    I        BEA.SC                             11/09/2025    
36497       888       11/09/2025    I        BEA.SC                             11/09/2025    
36498       888       11/09/2025    I        BEA.SC                             11/09/2025    
36499       888       11/09/2025    I        BEA.SC                             11/09/2025    
36500       888       11/09/2025    I        BEA.SC                             11/09/2025    
36364       888       11/09/2025    I        BEA.SC                             11/09/2025    
36365       888       11/09/2025    I        BEA.SC                             11/09/2025    
36366       888       11/09/2025    I        BEA.SC                             11/09/2025    
36373       888       11/09/2025    I        BEA.SC                             11/09/2025    
36475       888       11/09/2025    I        BEA.SC                             11/09/2025    
36632       888       11/09/2025    I        BEA.SC                             11/09/2025    
36318       888       11/09/2025    I        BEA.SC                             11/09/2025    
36319       888       11/09/2025    I        BEA.SC                             11/09/2025    
36320       888       11/09/2025    I        BEA.SC                             11/09/2025    
36321       888       11/09/2025    I        BEA.SC                             11/09/2025    
36321       888       11/09/2025    I        BEA.SC                             11/09/2025    
36322       888       11/09/2025    I        BEA.SC                             11/09/2025    
36323       888       11/09/2025    I        BEA.SC                             11/09/2025    
36474       888       11/09/2025    I        BEA.SC                             11/09/2025    
36478       888       11/09/2025    I        BEA.SC                             11/09/2025    
36480       888       11/09/2025    I        BEA.SC                             11/09/2025    
36480       888       11/09/2025    I        BEA.SC                             11/09/2025    
36481       888       11/09/2025    I        BEA.SC                             11/09/2025    
36482       888       11/09/2025    I        BEA.SC                             11/09/2025    
36484       888       11/09/2025    I        BEA.SC                             11/09/2025    
36484       888       11/09/2025    I        BEA.SC                             11/09/2025    
33159       888       11/09/2025    I        BEA.SC                             11/09/2025    
33160       888       11/09/2025    I        BEA.SC                             11/09/2025    
33162       888       11/09/2025    I        BEA.SC                             11/09/2025    
36471       888       11/09/2025    I        BEA.SC                             11/09/2025    
36473       888       11/09/2025    I        BEA.SC                             11/09/2025    
36479       888       11/09/2025    I        BEA.SC                             11/09/2025    
36483       888       11/09/2025    I        BEA.SC                             11/09/2025    
36489       888       11/09/2025    I        BEA.SC                             11/09/2025    
33254       888       11/09/2025    I        BEA.SC                             11/09/2025    
33255       888       11/09/2025    I        BEA.SC                             11/09/2025    
37175       920       11/09/2025    I        BEA.SC                             11/09/2025    
37153       920       11/09/2025    I        BEA.SC                             11/09/2025    
37129       920       11/09/2025    I        BEA.SC                             11/09/2025    
37104       920       11/09/2025    I        BEA.SC                             11/09/2025    
37141       920       11/09/2025    I        BEA.SC                             11/09/2025    
37120       920       11/09/2025    I        BEA.SC                             11/09/2025    
37106       920       11/09/2025    I        BEA.SC                             11/09/2025    
37140       920       11/09/2025    I        BEA.SC                             11/09/2025    
37139       920       11/09/2025    I        BEA.SC                             11/09/2025    
37165       920       11/09/2025    I        BEA.SC                             11/09/2025    
37111       920       11/09/2025    I        BEA.SC                             11/09/2025    
37145       920       11/09/2025    I        BEA.SC                             11/09/2025    
37145       920       11/09/2025    I        BEA.SC                             11/09/2025    
37185       920       11/09/2025    I        BEA.SC                             11/09/2025    
37185       920       11/09/2025    I        BEA.SC                             11/09/2025    
37154       920       11/09/2025    I        BEA.SC                             11/09/2025    
37118       920       11/09/2025    I        BEA.SC                             11/09/2025    
37105       920       11/09/2025    I        BEA.SC                             11/09/2025    
37105       920       11/09/2025    I        BEA.SC                             11/09/2025    
37167       920       11/09/2025    I        BEA.SC                             11/09/2025    
37133       920       11/09/2025    I        BEA.SC                             11/09/2025    
37157       920       11/09/2025    I        BEA.SC                             11/09/2025    
37181       920       11/09/2025    I        BEA.SC                             11/09/2025    
37181       920       11/09/2025    I        BEA.SC                             11/09/2025    
37177       920       11/09/2025    I        BEA.SC                             11/09/2025    
37196       920       11/09/2025    I        BEA.SC                             11/09/2025    
37114       920       11/09/2025    I        BEA.SC                             11/09/2025    
37114       920       11/09/2025    I        BEA.SC                             11/09/2025    
37182       920       11/09/2025    I        BEA.SC                             11/09/2025    
37182       920       11/09/2025    I        BEA.SC                             11/09/2025    
37166       920       11/09/2025    I        BEA.SC                             11/09/2025    
37166       920       11/09/2025    I        BEA.SC                             11/09/2025    
37189       920       11/09/2025    I        BEA.SC                             11/09/2025    
37192       920       11/09/2025    I        BEA.SC                             11/09/2025    
37109       920       11/09/2025    I        BEA.SC                             11/09/2025    
37171       920       11/09/2025    I        BEA.SC                             11/09/2025    
37171       920       11/09/2025    I        BEA.SC                             11/09/2025    
37149       920       11/09/2025    I        BEA.SC                             11/09/2025    
15707       633       11/09/2025    I        BEA.SC                             11/09/2025    
32990       633       11/09/2025    I        BEA.SC                             11/09/2025    
15705       633       11/09/2025    I        BEA.SC                             11/09/2025    
32856       379       12/09/2025    I        BEA.SC                             12/09/2025    
23030       379       12/09/2025    I        BEA.SC                             12/09/2025    
23031       379       12/09/2025    I        BEA.SC                             12/09/2025    
23034       379       12/09/2025    I        BEA.SC                             12/09/2025    
23034       379       12/09/2025    I        BEA.SC                             12/09/2025    
23031       379       12/09/2025    I        BEA.SC                             12/09/2025    
23034       379       12/09/2025    I        BEA.SC                             12/09/2025    
31379       379       12/09/2025    I        BEA.SC                             12/09/2025    
33068       379       12/09/2025    I        BEA.SC                             12/09/2025    
17755       999911    12/09/2025    I        TIAGOP                             12/09/2025    
36189       999911    12/09/2025    I        TIAGOP                             12/09/2025    
36191       999911    12/09/2025    I        TIAGOP                             12/09/2025    
36190       999911    12/09/2025    I        TIAGOP                             12/09/2025    
36185       999911    12/09/2025    I        TIAGOP                             12/09/2025    
36186       999911    12/09/2025    I        TIAGOP                             12/09/2025    
22436       8         12/09/2025    I        BEA.SC                             12/09/2025    
22437       8         12/09/2025    I        BEA.SC                             12/09/2025    
22438       8         12/09/2025    I        BEA.SC                             12/09/2025    
23026       379       12/09/2025    I        BEA.SC                             12/09/2025    
31347       379       12/09/2025    I        BEA.SC                             12/09/2025    
33028       379       12/09/2025    I        BEA.SC                             12/09/2025    
36149       999911    12/09/2025    I        TIAGOP                             12/09/2025    
23025       379       12/09/2025    I        BEA.SC                             12/09/2025    
32221       8         12/09/2025    I        BEA.SC                             12/09/2025    
33138       197       15/09/2025    I        BEA.SC                             15/09/2025    
33137       197       15/09/2025    I        BEA.SC                             15/09/2025    
32558       197       15/09/2025    I        BEA.SC                             15/09/2025    
29391       197       15/09/2025    I        BEA.SC                             15/09/2025    
14837       889       15/09/2025    I        BEA.SC                             15/09/2025    
14831       889       15/09/2025    I        BEA.SC                             15/09/2025    
36007       631       15/09/2025    I        BEA.SC                             15/09/2025    
33261       631       15/09/2025    I        BEA.SC                             15/09/2025    
29394       197       15/09/2025    I        BEA.SC                             15/09/2025    
14784       610       15/09/2025    I        BEA.SC                             15/09/2025    
14785       610       15/09/2025    I        BEA.SC                             15/09/2025    
14786       610       15/09/2025    I        BEA.SC                             15/09/2025    
14787       610       15/09/2025    I        BEA.SC                             15/09/2025    
14788       610       15/09/2025    I        BEA.SC                             15/09/2025    
14789       610       15/09/2025    I        BEA.SC                             15/09/2025    
14794       610       15/09/2025    I        BEA.SC                             15/09/2025    
14795       610       15/09/2025    I        BEA.SC                             15/09/2025    
14799       610       15/09/2025    I        BEA.SC                             15/09/2025    
14800       610       15/09/2025    I        BEA.SC                             15/09/2025    
14801       610       15/09/2025    I        BEA.SC                             15/09/2025    
14802       610       15/09/2025    I        BEA.SC                             15/09/2025    
14803       610       15/09/2025    I        BEA.SC                             15/09/2025    
14804       610       15/09/2025    I        BEA.SC                             15/09/2025    
14813       610       15/09/2025    I        BEA.SC                             15/09/2025    
14814       610       15/09/2025    I        BEA.SC                             15/09/2025    
32441       610       15/09/2025    I        BEA.SC                             15/09/2025    
32449       610       15/09/2025    I        BEA.SC                             15/09/2025    
33146       610       15/09/2025    I        BEA.SC                             15/09/2025    
33201       610       15/09/2025    I        BEA.SC                             15/09/2025    
36524       610       15/09/2025    I        BEA.SC                             15/09/2025    
36524       610       15/09/2025    I        BEA.SC                             15/09/2025    
36525       610       15/09/2025    I        BEA.SC                             15/09/2025    
36527       610       15/09/2025    I        BEA.SC                             15/09/2025    
36528       610       15/09/2025    I        BEA.SC                             15/09/2025    
36539       610       15/09/2025    I        BEA.SC                             15/09/2025    
36643       610       15/09/2025    I        BEA.SC                             15/09/2025    
36648       610       15/09/2025    I        BEA.SC                             15/09/2025    
36655       610       15/09/2025    I        BEA.SC                             15/09/2025    
36681       610       15/09/2025    I        BEA.SC                             15/09/2025    
36682       610       15/09/2025    I        BEA.SC                             15/09/2025    
36692       610       15/09/2025    I        BEA.SC                             15/09/2025    
36694       610       15/09/2025    I        BEA.SC                             15/09/2025    
36969       610       15/09/2025    I        BEA.SC                             15/09/2025    
36970       610       15/09/2025    I        BEA.SC                             15/09/2025    
36952       610       15/09/2025    I        BEA.SC                             15/09/2025    
36953       610       15/09/2025    I        BEA.SC                             15/09/2025    
36954       610       15/09/2025    I        BEA.SC                             15/09/2025    
36668       610       15/09/2025    I        BEA.SC                             15/09/2025    
36678       610       15/09/2025    I        BEA.SC                             15/09/2025    
36697       610       15/09/2025    I        BEA.SC                             15/09/2025    
36311       610       15/09/2025    I        BEA.SC                             15/09/2025    
36312       610       15/09/2025    I        BEA.SC                             15/09/2025    
36313       610       15/09/2025    I        BEA.SC                             15/09/2025    
36316       610       15/09/2025    I        BEA.SC                             15/09/2025    
36317       610       15/09/2025    I        BEA.SC                             15/09/2025    
36979       610       15/09/2025    I        BEA.SC                             15/09/2025    
36979       610       15/09/2025    I        BEA.SC                             15/09/2025    
36980       610       15/09/2025    I        BEA.SC                             15/09/2025    
36996       610       15/09/2025    I        BEA.SC                             15/09/2025    
36997       610       15/09/2025    I        BEA.SC                             15/09/2025    
29017       773       15/09/2025    I        BEA.SC                             15/09/2025    
9473        736       15/09/2025    I        BEA.SC                             15/09/2025    
36946       736       15/09/2025    I        BEA.SC                             15/09/2025    
28235       736       15/09/2025    I        BEA.SC                             15/09/2025    
28234       736       15/09/2025    I        BEA.SC                             15/09/2025    
32521       773       15/09/2025    I        BEA.SC                             15/09/2025    
14637       773       15/09/2025    I        BEA.SC                             15/09/2025    
14635       773       15/09/2025    I        BEA.SC                             15/09/2025    
36350       631       15/09/2025    I        BEA.SC                             15/09/2025    
36948       631       15/09/2025    I        BEA.SC                             15/09/2025    
32455       631       15/09/2025    I        BEA.SC                             15/09/2025    
29208       648       15/09/2025    I        BEA.SC                             15/09/2025    
28721       631       15/09/2025    I        BEA.SC                             15/09/2025    
