NUPATR	CODPROJ	DTMOVI	TIPO	USUARIO	DTOPERACAO
==========================================================================================
3	100001	2025-12-03 00:00:00	INCLUSAO	BEA.SC	2025-12-03 00:00:00
7	8	2025-11-14 00:00:00	INCLUSAO	BEA.SC	2025-11-14 00:00:00
7	8	2025-11-14 00:00:00	INCLUSAO	BEA.SC	2025-11-14 00:00:00
9	8	2025-10-16 00:00:00	INCLUSAO	BEA.SC	2025-10-16 00:00:00
38	100001	2025-12-02 00:00:00	INCLUSAO	BRUNO	2025-12-02 00:00:00
38	100001	2025-12-02 00:00:00	INCLUSAO	BRUNO	2025-12-02 00:00:00
45	100001	2025-12-02 00:00:00	INCLUSAO	BRUNO	2025-12-02 00:00:00
45	100001	2025-12-02 00:00:00	INCLUSAO	BRUNO	2025-12-02 00:00:00
47	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
47	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
94	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
94	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
108	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
214	8	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
214	8	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
224	999915	2025-09-29 00:00:00	INCLUSAO	TIAGOP	2025-09-29 00:00:00
266	999915	2025-09-29 00:00:00	INCLUSAO	TIAGOP	2025-09-29 00:00:00
273	999915	2025-10-01 00:00:00	INCLUSAO	TIAGOP	2025-10-01 00:00:00
273	736	2025-10-01 00:00:00	INCLUSAO	BEA.SC	2025-10-01 00:00:00
274	8	2025-10-15 00:00:00	INCLUSAO	BEA.SC	2025-10-15 00:00:00
276	8	2025-12-02 00:00:00	INCLUSAO	TIAGOP	2025-12-02 00:00:00
277	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
279	8	2025-10-15 00:00:00	INCLUSAO	BEA.SC	2025-10-15 00:00:00
279	8	2025-10-15 00:00:00	INCLUSAO	BEA.SC	2025-10-15 00:00:00
280	8	2025-10-15 00:00:00	INCLUSAO	BEA.SC	2025-10-15 00:00:00
281	8	2025-10-15 00:00:00	INCLUSAO	BEA.SC	2025-10-15 00:00:00
283	8	2025-10-15 00:00:00	INCLUSAO	BEA.SC	2025-10-15 00:00:00
283	8	2025-11-13 00:00:00	INCLUSAO	BEA.SC	2025-11-13 00:00:00
284	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
284	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
288	100001	2025-12-03 00:00:00	INCLUSAO	BEA.SC	2025-12-03 00:00:00
297	100001	2025-12-03 00:00:00	INCLUSAO	BEA.SC	2025-12-03 00:00:00
297	100001	2025-12-03 00:00:00	INCLUSAO	BEA.SC	2025-12-03 00:00:00
315	8	2025-10-16 00:00:00	INCLUSAO	BEA.SC	2025-10-16 00:00:00
333	379	2025-08-04 00:00:00	INCLUSAO	BEA.SC	2025-08-04 00:00:00
334	999915	2025-10-14 00:00:00	INCLUSAO	TIAGOP	2025-10-14 00:00:00
337	8	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
337	8	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
340	8	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
341	8	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
342	8	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
344	8	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
369	8	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
374	8	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
376	8	2025-10-15 00:00:00	INCLUSAO	BEA.SC	2025-10-15 00:00:00
383	8	2025-10-21 00:00:00	INCLUSAO	BEA.SC	2025-10-21 00:00:00
384	8	2025-10-21 00:00:00	INCLUSAO	BEA.SC	2025-10-21 00:00:00
385	8	2025-10-21 00:00:00	INCLUSAO	BEA.SC	2025-10-21 00:00:00
391	8	2025-10-21 00:00:00	INCLUSAO	BEA.SC	2025-10-21 00:00:00
392	8	2025-10-21 00:00:00	INCLUSAO	BEA.SC	2025-10-21 00:00:00
393	8	2025-10-21 00:00:00	INCLUSAO	BEA.SC	2025-10-21 00:00:00
393	8	2025-10-21 00:00:00	INCLUSAO	BEA.SC	2025-10-21 00:00:00
394	8	2025-10-21 00:00:00	INCLUSAO	BEA.SC	2025-10-21 00:00:00
395	8	2025-10-21 00:00:00	INCLUSAO	BEA.SC	2025-10-21 00:00:00
396	8	2025-10-21 00:00:00	INCLUSAO	BEA.SC	2025-10-21 00:00:00
397	8	2025-10-21 00:00:00	INCLUSAO	BEA.SC	2025-10-21 00:00:00
406	999915	2025-08-28 00:00:00	INCLUSAO	TIAGOP	2025-08-28 00:00:00
406	999915	2025-11-12 00:00:00	INCLUSAO	TIAGOP	2025-11-12 00:00:00
443	999915	2025-09-18 00:00:00	INCLUSAO	TIAGOP	2025-09-18 00:00:00
443	736	2025-10-01 00:00:00	INCLUSAO	BEA.SC	2025-10-01 00:00:00
524	8	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
552	917	2025-09-05 00:00:00	INCLUSAO	BEA.SC	2025-09-05 00:00:00
622	8	2025-10-23 00:00:00	INCLUSAO	BEA.SC	2025-10-23 00:00:00
648	8	2025-10-31 00:00:00	INCLUSAO	BEA.SC	2025-10-31 00:00:00
648	8	2025-10-31 00:00:00	INCLUSAO	BEA.SC	2025-10-31 00:00:00
650	8	2025-10-29 00:00:00	INCLUSAO	BEA.SC	2025-10-29 00:00:00
667	501	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
672	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
673	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
674	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
700	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
701	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
704	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
705	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
708	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
717	463	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
722	501	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
723	501	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
724	501	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
725	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
726	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
746	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
788	379	2025-08-20 00:00:00	INCLUSAO	BEA.SC	2025-08-20 00:00:00
795	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
803	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
803	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
810	100001	2025-12-03 00:00:00	INCLUSAO	BEA.SC	2025-12-03 00:00:00
820	8	2025-10-29 00:00:00	INCLUSAO	BEA.SC	2025-10-29 00:00:00
843	8	2025-08-21 00:00:00	INCLUSAO	TIAGOP	2025-08-21 00:00:00
843	8	2025-09-10 00:00:00	INCLUSAO	BEA.SC	2025-09-10 00:00:00
850	100001	2025-12-02 00:00:00	INCLUSAO	BRUNO	2025-12-02 00:00:00
961	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
962	8	2025-11-14 00:00:00	INCLUSAO	BEA.SC	2025-11-14 00:00:00
963	8	2025-10-15 00:00:00	INCLUSAO	BEA.SC	2025-10-15 00:00:00
963	8	2025-10-15 00:00:00	INCLUSAO	BEA.SC	2025-10-15 00:00:00
964	8	2025-11-10 00:00:00	INCLUSAO	BEA.SC	2025-11-10 00:00:00
965	8	2025-11-04 00:00:00	INCLUSAO	BEA.SC	2025-11-04 00:00:00
977	999914	2025-11-21 00:00:00	INCLUSAO	BEA.SC	2025-11-21 00:00:00
981	8	2025-11-13 00:00:00	INCLUSAO	BEA.SC	2025-11-13 00:00:00
981	8	2025-11-13 00:00:00	INCLUSAO	BEA.SC	2025-11-13 00:00:00
983	8	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
997	8	2025-10-16 00:00:00	INCLUSAO	BEA.SC	2025-10-16 00:00:00
997	8	2025-10-16 00:00:00	INCLUSAO	BEA.SC	2025-10-16 00:00:00
999	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
999	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
1002	100001	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
1035	379	2025-08-20 00:00:00	INCLUSAO	BEA.SC	2025-08-20 00:00:00
1129	100001	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
1151	631	2025-08-28 00:00:00	INCLUSAO	BEA.SC	2025-08-28 00:00:00
1180	100001	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
1207	100001	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
1210	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
1211	999915	2025-11-12 00:00:00	INCLUSAO	TIAGOP	2025-11-12 00:00:00
1263	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
1309	100001	2025-11-04 00:00:00	INCLUSAO	BEA.SC	2025-11-04 00:00:00
1418	100001	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
1497	100001	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
1505	199	2025-09-02 00:00:00	INCLUSAO	BEA.SC	2025-09-02 00:00:00
1505	999915	2025-10-07 00:00:00	INCLUSAO	TIAGOP	2025-10-07 00:00:00
1513	999915	2025-11-12 00:00:00	INCLUSAO	TIAGOP	2025-11-12 00:00:00
1520	199	2025-09-02 00:00:00	INCLUSAO	BEA.SC	2025-09-02 00:00:00
1520	999915	2025-10-07 00:00:00	INCLUSAO	TIAGOP	2025-10-07 00:00:00
1560	379	2025-08-04 00:00:00	INCLUSAO	BEA.SC	2025-08-04 00:00:00
1560	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
1568	999915	2025-11-13 00:00:00	INCLUSAO	TIAGOP	2025-11-13 00:00:00
1570	999915	2025-11-13 00:00:00	INCLUSAO	TIAGOP	2025-11-13 00:00:00
1570	999915	2025-11-13 00:00:00	INCLUSAO	TIAGOP	2025-11-13 00:00:00
1572	999915	2025-11-13 00:00:00	INCLUSAO	TIAGOP	2025-11-13 00:00:00
1573	650	2025-08-15 00:00:00	INCLUSAO	BEA.SC	2025-08-15 00:00:00
1651	100001	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
1673	673	2025-11-11 00:00:00	INCLUSAO	BEA.SC	2025-11-11 00:00:00
1686	999915	2025-10-23 00:00:00	INCLUSAO	TIAGOP	2025-10-23 00:00:00
1688	100001	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
1829	999915	2025-10-07 00:00:00	INCLUSAO	TIAGOP	2025-10-07 00:00:00
1836	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
1839	487	2025-11-11 00:00:00	INCLUSAO	BEA.SC	2025-11-11 00:00:00
1845	100001	2025-11-04 00:00:00	INCLUSAO	BEA.SC	2025-11-04 00:00:00
1851	463	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
1882	100001	2025-11-04 00:00:00	INCLUSAO	BEA.SC	2025-11-04 00:00:00
2283	379	2025-09-04 00:00:00	INCLUSAO	BEA.SC	2025-09-04 00:00:00
2384	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
2387	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
2387	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
2389	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
2390	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
2390	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
2461	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
2464	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
2468	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
2470	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
2470	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
2522	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
2619	379	2025-09-03 00:00:00	INCLUSAO	BEA.SC	2025-09-03 00:00:00
2651	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
2651	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
2733	200	2025-11-19 00:00:00	INCLUSAO	BEA.SC	2025-11-19 00:00:00
2776	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
2777	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
2829	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
2829	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
2962	379	2025-09-04 00:00:00	INCLUSAO	BEA.SC	2025-09-04 00:00:00
2979	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
3055	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
3064	200	2025-11-19 00:00:00	INCLUSAO	BEA.SC	2025-11-19 00:00:00
3088	100001	2025-12-03 00:00:00	INCLUSAO	BEA.SC	2025-12-03 00:00:00
3127	999915	2025-12-01 00:00:00	INCLUSAO	TIAGOP	2025-12-01 00:00:00
3135	631	2025-08-13 00:00:00	INCLUSAO	BEA.SC	2025-08-13 00:00:00
3135	631	2025-08-28 00:00:00	INCLUSAO	BEA.SC	2025-08-28 00:00:00
3235	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
3281	200	2025-11-19 00:00:00	INCLUSAO	BEA.SC	2025-11-19 00:00:00
3305	200	2025-11-19 00:00:00	INCLUSAO	BEA.SC	2025-11-19 00:00:00
3314	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
3366	999915	2025-12-01 00:00:00	INCLUSAO	TIAGOP	2025-12-01 00:00:00
3382	773	2025-09-11 00:00:00	INCLUSAO	BEA.SC	2025-09-11 00:00:00
3453	773	2025-09-10 00:00:00	INCLUSAO	BEA.SC	2025-09-10 00:00:00
3489	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
3670	379	2025-09-04 00:00:00	INCLUSAO	BEA.SC	2025-09-04 00:00:00
3889	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
3901	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
3908	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
3980	736	2025-08-27 00:00:00	INCLUSAO	BEA.SC	2025-08-27 00:00:00
3998	999915	2025-12-02 00:00:00	INCLUSAO	TIAGOP	2025-12-02 00:00:00
3998	999915	2025-12-02 00:00:00	INCLUSAO	TIAGOP	2025-12-02 00:00:00
4021	8	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
4023	8	2025-10-16 00:00:00	INCLUSAO	BEA.SC	2025-10-16 00:00:00
4026	8	2025-11-07 00:00:00	INCLUSAO	BEA.SC	2025-11-07 00:00:00
4046	8	2025-10-16 00:00:00	INCLUSAO	BEA.SC	2025-10-16 00:00:00
4068	8	2025-10-16 00:00:00	INCLUSAO	BEA.SC	2025-10-16 00:00:00
4093	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4201	463	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4202	463	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4203	463	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4209	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4209	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4442	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4443	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4444	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4445	999915	2025-08-26 00:00:00	INCLUSAO	TIAGOP	2025-08-26 00:00:00
4446	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4447	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4448	379	2025-08-20 00:00:00	INCLUSAO	BEA.SC	2025-08-20 00:00:00
4449	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4450	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4466	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4469	487	2025-11-11 00:00:00	INCLUSAO	BEA.SC	2025-11-11 00:00:00
4473	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4479	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4480	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4484	492	2025-11-11 00:00:00	INCLUSAO	BEA.SC	2025-11-11 00:00:00
4487	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4488	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4489	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4490	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4491	487	2025-11-11 00:00:00	INCLUSAO	BEA.SC	2025-11-11 00:00:00
4492	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4493	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4493	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4494	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4494	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4495	200	2025-11-19 00:00:00	INCLUSAO	BEA.SC	2025-11-19 00:00:00
4496	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4497	487	2025-11-11 00:00:00	INCLUSAO	BEA.SC	2025-11-11 00:00:00
4504	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4504	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4505	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4508	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4509	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4509	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4612	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4615	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4617	379	2025-08-20 00:00:00	INCLUSAO	BEA.SC	2025-08-20 00:00:00
4618	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4618	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
4619	487	2025-11-11 00:00:00	INCLUSAO	BEA.SC	2025-11-11 00:00:00
4619	487	2025-11-11 00:00:00	INCLUSAO	BEA.SC	2025-11-11 00:00:00
4620	487	2025-11-11 00:00:00	INCLUSAO	BEA.SC	2025-11-11 00:00:00
4620	487	2025-11-11 00:00:00	INCLUSAO	BEA.SC	2025-11-11 00:00:00
4742	8	2025-11-14 00:00:00	INCLUSAO	BEA.SC	2025-11-14 00:00:00
4742	8	2025-11-14 00:00:00	INCLUSAO	BEA.SC	2025-11-14 00:00:00
4761	8	2025-11-14 00:00:00	INCLUSAO	BEA.SC	2025-11-14 00:00:00
4763	8	2025-10-15 00:00:00	INCLUSAO	BEA.SC	2025-10-15 00:00:00
4763	8	2025-10-15 00:00:00	INCLUSAO	BEA.SC	2025-10-15 00:00:00
4763	8	2025-10-15 00:00:00	INCLUSAO	BEA.SC	2025-10-15 00:00:00
4777	8	2025-11-04 00:00:00	INCLUSAO	BEA.SC	2025-11-04 00:00:00
4779	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
4783	8	2025-11-14 00:00:00	INCLUSAO	BEA.SC	2025-11-14 00:00:00
4784	8	2025-10-15 00:00:00	INCLUSAO	BEA.SC	2025-10-15 00:00:00
4785	8	2025-10-27 00:00:00	INCLUSAO	BEA.SC	2025-10-27 00:00:00
4790	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
4873	200	2025-11-19 00:00:00	INCLUSAO	BEA.SC	2025-11-19 00:00:00
4876	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
4880	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
4947	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
5017	199	2025-09-02 00:00:00	INCLUSAO	BEA.SC	2025-09-02 00:00:00
5017	199	2025-09-02 00:00:00	INCLUSAO	BEA.SC	2025-09-02 00:00:00
5017	999915	2025-10-07 00:00:00	INCLUSAO	TIAGOP	2025-10-07 00:00:00
5019	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
5027	999915	2025-11-12 00:00:00	INCLUSAO	TIAGOP	2025-11-12 00:00:00
5027	999915	2025-12-02 00:00:00	INCLUSAO	TIAGOP	2025-12-02 00:00:00
5036	100001	2025-10-28 00:00:00	INCLUSAO	BEA.SC	2025-10-28 00:00:00
5060	8	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
5179	8	2025-10-16 00:00:00	INCLUSAO	BEA.SC	2025-10-16 00:00:00
5184	8	2025-10-16 00:00:00	INCLUSAO	BEA.SC	2025-10-16 00:00:00
5189	8	2025-10-16 00:00:00	INCLUSAO	BEA.SC	2025-10-16 00:00:00
5197	8	2025-10-30 00:00:00	INCLUSAO	BEA.SC	2025-10-30 00:00:00
5198	8	2025-10-31 00:00:00	INCLUSAO	BEA.SC	2025-10-31 00:00:00
5198	8	2025-10-31 00:00:00	INCLUSAO	BEA.SC	2025-10-31 00:00:00
5199	8	2025-10-31 00:00:00	INCLUSAO	BEA.SC	2025-10-31 00:00:00
5199	8	2025-10-31 00:00:00	INCLUSAO	BEA.SC	2025-10-31 00:00:00
5199	8	2025-10-31 00:00:00	INCLUSAO	BEA.SC	2025-10-31 00:00:00
5200	8	2025-10-31 00:00:00	INCLUSAO	BEA.SC	2025-10-31 00:00:00
5201	8	2025-10-31 00:00:00	INCLUSAO	BEA.SC	2025-10-31 00:00:00
5202	8	2025-10-31 00:00:00	INCLUSAO	BEA.SC	2025-10-31 00:00:00
5203	8	2025-10-31 00:00:00	INCLUSAO	BEA.SC	2025-10-31 00:00:00
5204	8	2025-10-31 00:00:00	INCLUSAO	BEA.SC	2025-10-31 00:00:00
5204	8	2025-10-31 00:00:00	INCLUSAO	BEA.SC	2025-10-31 00:00:00
5205	8	2025-10-31 00:00:00	INCLUSAO	BEA.SC	2025-10-31 00:00:00
5206	8	2025-10-29 00:00:00	INCLUSAO	BEA.SC	2025-10-29 00:00:00
5206	8	2025-10-31 00:00:00	INCLUSAO	BEA.SC	2025-10-31 00:00:00
5241	8	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
5243	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
5286	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
5287	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
5288	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
5289	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
5291	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
5412	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
5413	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
5414	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
5415	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
5416	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
5447	8	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
5447	8	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
5513	100001	2025-12-02 00:00:00	INCLUSAO	BRUNO	2025-12-02 00:00:00
5513	100001	2025-12-02 00:00:00	INCLUSAO	BRUNO	2025-12-02 00:00:00
5513	100001	2025-12-02 00:00:00	INCLUSAO	BRUNO	2025-12-02 00:00:00
5513	100001	2025-12-02 00:00:00	INCLUSAO	BRUNO	2025-12-02 00:00:00
5513	100001	2025-12-02 00:00:00	INCLUSAO	BRUNO	2025-12-02 00:00:00
5539	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
5553	8	2025-10-21 00:00:00	INCLUSAO	BEA.SC	2025-10-21 00:00:00
5555	8	2025-10-21 00:00:00	INCLUSAO	BEA.SC	2025-10-21 00:00:00
5557	487	2025-11-11 00:00:00	INCLUSAO	BEA.SC	2025-11-11 00:00:00
5559	487	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
